"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"CP"
"2175";"33002029039P9";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"6";"SUDESTE";"SP";"USP/RP";"TOXICOLOGIA";"MESTRADO/DOUTORADO";0,582407407407407
"2176";"33002029040P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/RP";"CONTROLADORIA E CONTABILIDADE";"MESTRADO/DOUTORADO";0,411904761904762
"2177";"33002029041P3";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/RP";"BIOCIÊNCIAS APLICADAS À FARMÁCIA";"MESTRADO/DOUTORADO";0,582291666666667
"2178";"33002029042P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"USP/RP";"EDUCAÇÃO";"MESTRADO";0,416666666666667
"2179";"33002029043P6";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"5";"SUDESTE";"SP";"USP/RP";"HEMOTERAPIA E BIOTECNOLOGIA";"MESTRADO PROF.";0,548563218390805
"2180";"33002029044P2";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"USP/RP";"ONCOLOGIA CLÍNICA, CÉLULAS-TRONCO E TERAPIA CELULAR";"MESTRADO/DOUTORADO";0,488492063492063
"2181";"33002029045P9";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/RP";"REABILITAÇÃO E DESEMPENHO FUNCIONAL";"MESTRADO/DOUTORADO";0,486507936507937
"2182";"33002029046P5";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/RP";"GESTÃO DE ORGANIZAÇÕES DE SAÚDE";"MESTRADO PROF.";0,404022988505747
"2183";"33002029047P1";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/RP";"TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM";"MESTRADO PROF.";0,538
"2184";"33002029048P8";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/RP";"BIOLOGIA ORAL";"MESTRADO/DOUTORADO";0,414285714285714
"2185";"33002029049P4";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/RP";"CIÊNCIAS DAS IMAGENS E FÍSICA MÉDICA";"MESTRADO PROF.";0,593333333333333
"2186";"33002029050P2";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/RP";"NEUROLOGIA E NEUROCIENCIAS CLINICAS";"MESTRADO PROF.";0,333333333333333
"2187";"33002029051P9";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"USP/RP";"DIREITO";"MESTRADO";0,37
"2188";"33002029052P5";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"USP/RP";"COMPUTAÇÃO APLICADA";"MESTRADO";0,417777777777778
"2189";"33002029053P1";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"SP";"USP/RP";"EDUCAÇÃO FÍSICA E ESPORTE";"MESTRADO";0,48
"2190";"33002029054P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,458823529411765
"2191";"33002037001P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/ESALQ";"ENTOMOLOGIA";"MESTRADO/DOUTORADO";0,5
"2192";"33002037003P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"SP";"USP/ESALQ";"FITOTECNIA";"MESTRADO/DOUTORADO";1
"2193";"33002037004P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1964;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/ESALQ";"AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS)";"MESTRADO/DOUTORADO";1
"2194";"33002037011P2";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1966;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/ESALQ";"CIÊNCIAS (ECONOMIA APLICADA)";"MESTRADO/DOUTORADO";1
"2195";"33002037020P1";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/ESALQ";"ECOLOGIA APLICADA";"MESTRADO/DOUTORADO";1
"2196";"33002037021P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/ESALQ";"RECURSOS FLORESTAIS";"MESTRADO/DOUTORADO";0,520833333333333
"2197";"33002037023P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/ESALQ";"ENGENHARIA DE SISTEMAS AGRÍCOLAS";"MESTRADO/DOUTORADO";1
"2198";"33002037025P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/ESALQ";"ADMINISTRAÇÃO";"MESTRADO";0,625
"2199";"33002045002P9";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"FÍSICA";"MESTRADO/DOUTORADO";0,483333333333333
"2200";"33002045003P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"MATEMÁTICA";"MESTRADO/DOUTORADO";0,559013605442177
"2201";"33002045004P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"USP/SC";"CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL";"MESTRADO/DOUTORADO";0,410049019607843
"2202";"33002045006P4";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";1979;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/SC";"BIOENGENHARIA";"MESTRADO/DOUTORADO";0,463333333333333
"2203";"33002045007P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"ENGENHARIA CIVIL (ENGENHARIA DE ESTRUTURAS)";"MESTRADO/DOUTORADO";0,399206349206349
"2204";"33002045008P7";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"ENGENHARIA HIDRÁULICA E SANEAMENTO";"MESTRADO/DOUTORADO";0,429824561403509
"2205";"33002045009P3";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/SC";"GEOTECNIA";"MESTRADO/DOUTORADO";0,456944444444444
"2206";"33002045010P1";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,413513513513514
"2207";"33002045011P8";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP/SC";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,431737588652482
"2208";"33002045013P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/SC";"ENGENHARIA DE TRANSPORTES";"MESTRADO/DOUTORADO";0,325641025641026
"2209";"33002045014P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/SC";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";0,418095238095238
"2210";"33002045016P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/SC";"CIÊNCIAS DA ENGENHARIA AMBIENTAL";"MESTRADO/DOUTORADO";0,502666666666667
"2211";"33002045017P6";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/SC";"CIÊNCIAS E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,45042735042735
"2212";"33002045018P2";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/SC";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,472101449275362
"2213";"33002045020P7";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"7";"SUDESTE";"SP";"USP/SC";"QUÍMICA";"MESTRADO/DOUTORADO";0,467896174863388
"2214";"33002045021P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP/SC";"MATEMÁTICA, ESTATÍSTICA E COMPUTAÇÃO APLICADAS À INDÚSTRIA";"MESTRADO PROF.";0,46304347826087
"2215";"33002045070P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/SC";"MESTRADO PROFISSIONAL EM REDE NACIONAL PARA ENSINO DAS CIÊNCIAS AMBIENTAIS";"MESTRADO PROF.";0,833333333333333
"2216";"33002053009P9";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/FOB";"FONOAUDIOLOGIA";"MESTRADO/DOUTORADO";0,333333333333333
"2217";"33002053010P7";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/FOB";"CIÊNCIAS ODONTOLÓGICAS APLICADAS";"MESTRADO/DOUTORADO";0,611111111111111
"2218";"33002088001P4";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/EEL";"ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";1
"2219";"33002088002P0";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/EEL";"ENGENHARIA QUÍMICA";"MESTRADO";0,75
"2220";"33002088004P3";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP/EEL";"PROJETOS EDUCACIONAIS DE CIÊNCIAS";"MESTRADO PROF.";1
"2221";"33003017001P2";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,431837606837607
"2222";"33003017002P9";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"FÍSICA";"MESTRADO/DOUTORADO";0,479912280701754
"2223";"33003017003P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA";"MESTRADO/DOUTORADO";0,586413043478261
"2224";"33003017004P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA APLICADA";"MESTRADO/DOUTORADO";0,551553672316384
"2225";"33003017005P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,449333333333333
"2226";"33003017006P4";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ESTATÍSTICA";"MESTRADO/DOUTORADO";0,41984126984127
"2227";"33003017007P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"QUÍMICA";"MESTRADO/DOUTORADO";0,401155115511551
"2228";"33003017009P3";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";0,478703703703704
"2229";"33003017010P1";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ECOLOGIA";"MESTRADO/DOUTORADO";0,40462962962963
"2230";"33003017015P3";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"SOCIOLOGIA";"MESTRADO/DOUTORADO";0,466666666666667
"2231";"33003017016P0";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";0,379320987654321
"2232";"33003017017P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";0,382608695652174
"2233";"33003017019P9";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"HISTÓRIA";"MESTRADO/DOUTORADO";0,465811965811966
"2234";"33003017020P7";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA ECONÔMICA";"MESTRADO/DOUTORADO";0,382795698924731
"2235";"33003017021P3";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,552577319587629
"2236";"33003017022P0";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,380292792792793
"2237";"33003017023P6";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1979;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";0,587820512820513
"2238";"33003017024P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";0,46889880952381
"2239";"33003017026P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,473983739837398
"2240";"33003017027P1";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,544444444444444
"2241";"33003017028P8";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,464351851851852
"2242";"33003017029P4";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,540873015873016
"2243";"33003017030P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";0,407738095238095
"2244";"33003017031P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"TEORIA E HISTÓRIA LITERÁRIA";"MESTRADO/DOUTORADO";0,469097222222222
"2245";"33003017033P1";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA CELULAR E ESTRUTURAL";"MESTRADO/DOUTORADO";0,487837837837838
"2246";"33003017034P8";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,403741496598639
"2247";"33003017038P3";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"GEOCIÊNCIAS";"MESTRADO/DOUTORADO";0,322083333333333
"2248";"33003017039P0";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS SOCIAIS";"DOUTORADO";0,409042553191489
"2249";"33003017040P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1985;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA FUNCIONAL E MOLECULAR";"MESTRADO/DOUTORADO";0,503632478632479
"2250";"33003017041P4";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";0,41638418079096
"2251";"33003017042P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ALIMENTOS E NUTRIÇÃO";"MESTRADO/DOUTORADO";0,447222222222222
"2252";"33003017043P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"LINGÜÍSTICA APLICADA";"MESTRADO/DOUTORADO";0,479545454545455
"2253";"33003017044P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"MULTIMEIOS";"MESTRADO/DOUTORADO";0,466666666666667
"2254";"33003017046P6";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";0,588247863247863
"2255";"33003017047P2";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"POLÍTICA CIENTÍFICA E TECNOLÓGICA";"MESTRADO/DOUTORADO";0,496333333333333
"2256";"33003017049P5";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"3";"SUDESTE";"SP";"UNICAMP";"PLANEJAMENTO DE SISTEMAS ENERGÉTICOS";"MESTRADO/DOUTORADO";0,441145833333333
"2257";"33003017051P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"FARMACOLOGIA";"MESTRADO/DOUTORADO";0,467105263157895
"2258";"33003017052P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA ANIMAL";"MESTRADO/DOUTORADO";0,4296875
"2259";"33003017054P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";"MESTRADO/DOUTORADO";0,505691056910569
"2260";"33003017058P4";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,473989898989899
"2261";"33003017061P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"DEMOGRAFIA";"MESTRADO/DOUTORADO";0,473333333333333
"2262";"33003017062P1";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"TOCOGINECOLOGIA";"MESTRADO/DOUTORADO";0,416369047619048
"2263";"33003017063P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS DA CIRURGIA";"MESTRADO/DOUTORADO";0,520175438596491
"2264";"33003017065P0";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CLÍNICA MÉDICA";"MESTRADO/DOUTORADO";0,529487179487179
"2265";"33003017066P7";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"FILOSOFIA";"MESTRADO/DOUTORADO";0,396428571428571
"2266";"33003017069P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"GERONTOLOGIA";"MESTRADO/DOUTORADO";0,470454545454545
"2267";"33003017071P0";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"DESENVOLVIMENTO ECONÔMICO";"MESTRADO/DOUTORADO";0,534659090909091
"2268";"33003017072P7";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,46171875
"2269";"33003017076P2";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS E ENGENHARIA DE PETRÓLEO";"MESTRADO/DOUTORADO";0,397916666666667
"2270";"33003017077P9";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"MÚSICA";"MESTRADO/DOUTORADO";0,442424242424242
"2271";"33003017078P5";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"FISIOPATOLOGIA MÉDICA";"MESTRADO/DOUTORADO";0,513541666666667
"2272";"33003017080P0";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,41698717948718
"2273";"33003017081P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA";"MESTRADO/DOUTORADO";0,501388888888889
"2274";"33003017082P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"AMBIENTE E SOCIEDADE";"DOUTORADO";0,430263157894737
"2275";"33003017085P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA APLICADA E COMPUTACIONAL";"MESTRADO PROF.";0,547222222222222
"2276";"33003017086P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"DIVULGAÇÃO CIENTÍFICA E CULTURAL";"MESTRADO";0,461944444444444
"2277";"33003017090P5";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"SP";"UNICAMP";"SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE";"MESTRADO PROF.";0,507183908045977
"2278";"33003017091P1";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"BIOCIÊNCIAS E TECNOLOGIA DE PRODUTOS BIOATIVOS";"MESTRADO/DOUTORADO";0,485752688172043
"2279";"33003017092P8";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"MULTIUNIDADES EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";0,462719298245614
