"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"IMI";"IPT"
"518";"31005012021P0";"SERVIÇO SOCIAL";"SSOC";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"PUC-RIO";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";0,606388358018793;0,1
"519";"31005012027P9";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"PUC-RIO";"DESIGN";"MESTRADO/DOUTORADO";0,591507312046064;0,411764705882353
"520";"31005012028P5";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"4";"SUDESTE";"RJ";"PUC-RIO";"METROLOGIA";"MESTRADO";0,689551282051282;0,7
"521";"31005012032P2";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";2001;"PROFISSIONAL";"5";"SUDESTE";"RJ";"PUC-RIO";"ENGENHARIA DE PRODUÇÃO";"MESTRADO PROF.";0,664315476190476;1,6
"522";"31005012037P4";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"5";"SUDESTE";"RJ";"PUC-RIO";"ESTUDOS DA LINGUAGEM";"MESTRADO/DOUTORADO";0,416611227824463;0,125
"523";"31005012039P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUDESTE";"RJ";"PUC-RIO";"ARQUITETURA";"MESTRADO";0,731851851851852;0,2
"524";"31018017008P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";1994;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UNESA";"ADMINISTRAÇÃO E DESENVOLVIMENTO EMPRESARIAL";"MESTRADO PROF.";0,594163995726496;0,25
"525";"31018017011P6";"SAÚDE COLETIVA";"SCOL";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UNESA";"SAÚDE DA FAMÍLA";"MESTRADO PROF.";0,651975108225108;0,0909090909090909
"526";"31018017012P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNESA";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,342256493506494;0,1
"527";"31019013004P6";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UCP/RJ";"GESTÃO DE SISTEMAS DE ENGENHARIA";"MESTRADO PROF.";0,613995726495726;0,5
"528";"31021018001P8";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIRIO";"ENFERMAGEM";"MESTRADO";0,403001887994826;0,227272727272727
"529";"31021018002P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIRIO";"MEMÓRIA SOCIAL";"MESTRADO/DOUTORADO";0,585013295093916;0,2
"530";"31021018003P0";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"RJ";"UNIRIO";"ARTES CÊNICAS";"MESTRADO/DOUTORADO";0,479859307359307;0,0645161290322581
"531";"31021018008P2";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIRIO";"MUSEOLOGIA E PATRIMÖNIO";"MESTRADO/DOUTORADO";0,621289682539683;0,0666666666666667
"532";"31021018009P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIRIO";"INFORMÁTICA";"MESTRADO/DOUTORADO";0,465510052464053;0,1875
"533";"31021018013P6";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIRIO";"ENFERMAGEM E BIOCIÊNCIAS";"DOUTORADO";0,590259128126775;0,19047619047619
"534";"31021018016P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UNIRIO";"BIOLOGIA MOLECULAR E CELULAR";"MESTRADO";0,597625164690382;0,0625
"535";"31021018017P1";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UNIRIO";"ALIMENTOS E NUTRIÇÃO";"MESTRADO/DOUTORADO";0,593771367521368;0,230769230769231
"536";"31021018018P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UNIRIO";"BIBLIOTECONOMIA";"MESTRADO PROF.";0,520685090702948;0,2
"537";"31021018019P4";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UNIRIO";"GESTÃO DE DOCUMENTOS E ARQUIVOS";"MESTRADO PROF.";0,596998556998557;2,18181818181818
"538";"31022014003P7";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"RJ";"CEFET/RJ";"ENGENHARIA MECÂNICA E TECNOLOGIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,476309551341351;0,4375
"539";"31025013004P2";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";"SUDESTE";"RJ";"UNIVERSO";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,443518518518519;0,0714285714285714
"540";"31027016003P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"SUDESTE";"RJ";"USS";"CIÊNCIAS AMBIENTAIS";"MESTRADO PROF.";0,674788279132791;0,583333333333333
"541";"31030017001P3";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2003;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UVA";"ODONTOLOGIA";"MESTRADO PROF.";0,372237103174603;0,9
"542";"31030017003P6";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UVA";"PSICANÁLISE, SAÚDE E SOCIEDADE";"MESTRADO PROF.";0,545322802197802;0,5
"543";"31030017004P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UVA";"CIÊNCIAS DO MEIO AMBIENTE";"MESTRADO PROF.";0,66741452991453;1,5
"544";"31030017005P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";"SUDESTE";"RJ";"UVA";"PSICANÁLISE, SAÚDE E SOCIEDADE";"DOUTORADO";0,563996540619259;0,461538461538462
"545";"31033016001P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"RJ";"UENF";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,422185733746235;0,111111111111111
"546";"31033016003P5";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"3";"SUDESTE";"RJ";"UENF";"ENGENHARIA DE PRODUÇÃO";"MESTRADO";0,657869167869168;1
"547";"31033016005P8";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"ENGENHARIA E CIÊNCIA DOS MATERIAIS";"MESTRADO/DOUTORADO";0,537153120572238;2,09090909090909
"548";"31033016008P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,426608717694775;0,263157894736842
"549";"31033016009P3";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUDESTE";"RJ";"UENF";"ENGENHARIA DE RESERVATÓRIO E DE EXPLORAÇÃO";"MESTRADO/DOUTORADO";0,582427203218244;0,0714285714285714
"550";"31033016010P1";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"POLÍTICAS SOCIAIS";"MESTRADO/DOUTORADO";0,559660146795703;0,111111111111111
"551";"31033016011P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"COGNIÇÃO E LINGUAGEM";"MESTRADO/DOUTORADO";0,63396192119536;0,157894736842105
"552";"31033016012P4";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";0,327596895504677;0,7
"553";"31033016013P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"RJ";"UENF";"CIÊNCIAS NATURAIS";"MESTRADO/DOUTORADO";0,46490603139488;0,185185185185185
"554";"31033016015P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"6";"SUDESTE";"RJ";"UENF";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO/DOUTORADO";0,339092111592112;1
"555";"31034012001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";"SUDESTE";"RJ";"IBMEC";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,612156961178046;0,125
"556";"31034012002P5";"ECONOMIA";"ECON";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"4";"SUDESTE";"RJ";"IBMEC";"ECONOMIA";"MESTRADO PROF.";0,687161246612466;0,0833333333333333
"557";"31035019003P8";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UNIGRANRIO";"ENSINO DAS CIÊNCIAS";"MESTRADO PROF.";0,612216859227729;0,454545454545455
"558";"31036015001P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"6";"SUDESTE";"RJ";"LNCC";"MODELAGEM COMPUTACIONAL";"MESTRADO/DOUTORADO";0,537616591731411;0,594594594594595
"559";"31063012001P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UNISUAM";"DESENVOLVIMENTO LOCAL";"MESTRADO PROF.";0,638996949317947;0,846153846153846
"560";"31088015001P3";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UEZO";"CIÊNCIA E TECNOLOGIA DE MATERIAIS";"MESTRADO PROF.";0,777962315462315;0,153846153846154
"561";"31096018001P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UNIFA";"CIÊNCIAS AEROESPACIAIS";"MESTRADO PROF.";0,700818077230892;1,05882352941176
"562";"32001010002P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"FÍSICA";"MESTRADO/DOUTORADO";0,293264822011137;0,2
"563";"32001010005P2";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"QUÍMICA";"MESTRADO/DOUTORADO";0,26490522865615;1,29310344827586
"564";"32001010006P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"BIOQUÍMICA E IMUNOLOGIA";"MESTRADO/DOUTORADO";0,405739300433803;0,714285714285714
"565";"32001010007P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA E FARMACOLOGIA)";"MESTRADO/DOUTORADO";0,413998724327083;0,527777777777778
"566";"32001010008P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA)";"MESTRADO/DOUTORADO";0,383109900365335;1,03846153846154
"567";"32001010009P8";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";0,423967398917312;0,32258064516129
"568";"32001010010P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"PARASITOLOGIA";"MESTRADO/DOUTORADO";0,378199441945694;1,31034482758621
"569";"32001010014P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS";"MESTRADO/DOUTORADO";0,437587196573564;0,0967741935483871
"570";"32001010015P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,312086549022658;0,660377358490566
"571";"32001010016P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,369227855964936;0,388888888888889
"572";"32001010017P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ENGENHARIA METALÚRGICA E DE MINAS";"MESTRADO/DOUTORADO";0,403097469051416;0,454545454545455
"573";"32001010018P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS TÉCNICAS NUCLEARES";"MESTRADO/DOUTORADO";0,478263403263403;0,615384615384615
"574";"32001010019P3";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"PATOLOGIA";"MESTRADO/DOUTORADO";0,435313843809328;0,210526315789474
"575";"32001010022P4";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"SAÚDE DA MULHER";"MESTRADO/DOUTORADO";0,490243055555556;0,833333333333333
"576";"32001010023P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"INFECTOLOGIA E MEDICINA TROPICAL";"MESTRADO/DOUTORADO";0,407901884821528;1,61904761904762
"577";"32001010025P3";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,282141977717636;0,2
"578";"32001010027P6";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1931;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"DIREITO";"MESTRADO/DOUTORADO";0,319904102888199;0,0149253731343284
"579";"32001010028P2";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA INFORMAÇÃO";"MESTRADO/DOUTORADO";0,541081640989729;0,176470588235294
"580";"32001010029P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,336590041100838;0,136363636363636
"581";"32001010031P3";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DE ALIMENTOS";"MESTRADO/DOUTORADO";0,490314430566747;0,1875
"582";"32001010037P1";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,428603598972897;0,0333333333333333
"583";"32001010038P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ENGENHARIA DE ESTRUTURAS";"MESTRADO/DOUTORADO";0,362096760399562;1
"584";"32001010040P2";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DO ESPORTE";"MESTRADO/DOUTORADO";0,403962947025942;0,105263157894737
"585";"32001010041P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,343911952035912;0,0303030303030303
"586";"32001010042P5";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,301634397247066;0,275
"587";"32001010043P1";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"HISTÓRIA";"MESTRADO/DOUTORADO";0,317317623253355;0,037037037037037
"588";"32001010044P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,432856766322353;0,526315789473684
"589";"32001010045P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";0,463726811383061;0,181818181818182
"590";"32001010049P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";0,429712471352177;0,52
"591";"32001010050P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,521446243814665;0,384615384615385
"592";"32001010051P4";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ARTES";"MESTRADO/DOUTORADO";0,503566946813689;0,166666666666667
"593";"32001010052P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"COMUNICAÇÃO SOCIAL";"MESTRADO/DOUTORADO";0,402459204661826;0,0454545454545455
"594";"32001010053P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ESTATÍSTICA";"MESTRADO/DOUTORADO";0,385581945228684;0,142857142857143
"595";"32001010054P3";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"GENÉTICA";"MESTRADO/DOUTORADO";0,451717879641267;0,178571428571429
"596";"32001010055P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,42319345841785;0,75
"597";"32001010057P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ESTUDOS LINGÜÍSTICOS";"MESTRADO/DOUTORADO";0,378870465662918;0,0307692307692308
"598";"32001010061P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"BIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";0,419292296245421;0,15
"599";"32001010062P6";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";0,339183257424981;0,1
"600";"32001010065P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CIÊNCIAS APLICADAS À SAÚDE DO ADULTO";"MESTRADO/DOUTORADO";0,400971754693448;0,0344827586206897
"601";"32001010068P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"BIOINFORMÁTICA";"MESTRADO/DOUTORADO";0,552798719368487;1,36666666666667
"602";"32001010071P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CONSTRUÇÃO CIVIL";"MESTRADO";0,505603230235583;0,0588235294117647
"603";"32001010073P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,432125280942417;0,142857142857143
"604";"32001010074P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"AMBIENTE CONSTRUÍDO E PATRIMÔNIO SUSTENTÁVEL";"MESTRADO/DOUTORADO";0,547248445998446;0,0555555555555556
"605";"32001010079P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"NEUROCIÊNCIAS";"MESTRADO/DOUTORADO";0,491983038878742;0,125
"606";"32001010085P6";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFMG";"INOVAÇÃO TECNOLÓGICA E PROPRIEDADE INTELECTUAL";"MESTRADO PROF.";0,589990651709402;1,38461538461538
"607";"32001010086P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"GEOTECNIA E TRANSPORTES";"MESTRADO";0,70901866950254;0,230769230769231
"608";"32001010089P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ZOOLOGIA";"MESTRADO/DOUTORADO";0,34733614884477;0,05
"609";"32001010090P0";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFMG";"PROMOÇÃO DE SAÚDE E PREVENÇÃO DA VIOLÊNCIA";"MESTRADO PROF.";0,483142268551717;0,0689655172413793
"610";"32001010091P6";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"MEDICAMENTOS E ASSISTÊNCIA FARMACÊUTICA";"MESTRADO/DOUTORADO";0,396946666125094;0,1
"611";"32001010093P9";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"MESTRADO/DOUTORADO";0,462739262371615;0,333333333333333
"612";"32001010095P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFMG";"MICROBIOLOGIA APLICADA";"MESTRADO PROF.";0,596200980392157;0,352941176470588
"613";"32001010096P8";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFMG";"ODONTOLOGIA EM SAÚDE PÚBLICA";"MESTRADO PROF.";0,386497443528694;0,0952380952380952
"614";"32001010171P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"INOVAÇÃO TECNOLÓGICA E BIOFARMACÊUTICA";"DOUTORADO";0,584915413533835;0,857142857142857
"615";"32002017001P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"FITOTECNIA (PRODUÇÃO VEGETAL)";"MESTRADO/DOUTORADO";0,332605347457916;0,115384615384615
"616";"32002017003P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"MICROBIOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,474612193362193;0,538461538461538
"617";"32002017004P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"GENÉTICA E MELHORAMENTO";"MESTRADO/DOUTORADO";0,374763258218176;0,705882352941177
"618";"32002017006P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,379630034347819;0,272727272727273
