"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"IMI";"IPT"
"1112";"40006018003P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA E DE MATERIAIS";"MESTRADO/DOUTORADO";0,457905698330927;0,692307692307692
"1113";"40006018004P0";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,683421840958606;0,882352941176471
"1114";"40006018005P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"AGRONOMIA";"MESTRADO/DOUTORADO";0,372146443209686;0,136363636363636
"1115";"40006018009P2";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA - PATO BRANCO";"MESTRADO";0,494305555555556;0,25
"1116";"40006018010P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"DESENVOLVIMENTO REGIONAL";"MESTRADO";0,674537037037037;0,277777777777778
"1117";"40006018011P7";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";0,493677252805042;0,307692307692308
"1118";"40006018012P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA - CORNÉLIO PROCÓPIO";"MESTRADO";0,460314526796382;1,875
"1119";"40006018013P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO";0,637144194507495;0,357142857142857
"1120";"40006018014P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ZOOTECNIA";"MESTRADO";0,415801656920078;0,0526315789473684
"1121";"40006018015P2";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"TECNOLOGIA DE ALIMENTOS";"MESTRADO PROF.";0,548016624579125;0,125
"1122";"40006018016P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIA DE ALIMENTOS";"MESTRADO";0,507337168040293;0,142857142857143
"1123";"40006018017P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"PLANEJAMENTO E GOVERNANÇA PÚBLICA";"MESTRADO PROF.";0,63661858974359;0,142857142857143
"1124";"40006018019P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"FORMAÇÃO CIENTÍFICA, EDUCACIONAL E TECNOLÓGICA";"MESTRADO PROF.";0,57182938182721;0,105263157894737
"1125";"40006018022P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA";"MESTRADO";0,582872465521123;0,272727272727273
"1126";"40006018024P1";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA";"MESTRADO";0,570710630743525;0,333333333333333
"1127";"40006018025P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"INFORMÁTICA";"MESTRADO PROF.";0,515677710457324;0,642857142857143
"1128";"40006018026P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIAS AMBIENTAIS";"MESTRADO";0,728399946827366;0,384615384615385
"1129";"40006018027P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"ENSINO DE CIÊNCIAS HUMANAS, SOCIAIS E DA NATUREZA";"MESTRADO PROF.";0,937876984126984;0,214285714285714
"1130";"40006018028P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENSINO DE CIÊNCIA E TECNOLOGIA";"DOUTORADO";0,631590821812596;0,3
"1131";"40006018029P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA";"MESTRADO";0,666651404151404;0,25
"1132";"40006018031P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA DE PRODUÇÃO E SISTEMAS (PPGEPS)";"MESTRADO";0,650488053613054;0,636363636363636
"1133";"40006018033P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"PROCESSOS QUÍMICOS E BIOTECNOLÓGICOS";"MESTRADO";0,71921629445823;0,307692307692308
"1134";"40006018034P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO";"MESTRADO";0,92177940845704;0,230769230769231
"1135";"40006018037P6";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"BIOINFORMÁTICA";"MESTRADO";0,601593448504204;0,692307692307692
"1136";"40014010003P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UNICENTRO";"AGRONOMIA";"MESTRADO/DOUTORADO";0,52266081871345;0,0555555555555556
"1137";"40014010010P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"DESENVOLVIMENTO COMUNITÁRIO";"MESTRADO";0,767771690518784;0,2
"1138";"40014010011P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUL";"PR";"UNICENTRO";"ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";"MESTRADO PROF.";0,645102339181287;0,166666666666667
"1139";"40015017001P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUL";"PR";"UNIOESTE";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,531921942505816;0,176470588235294
"1140";"40015017003P0";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"LETRAS";"MESTRADO/DOUTORADO";0,374202591624625;0,0833333333333333
"1141";"40015017005P2";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"FILOSOFIA";"MESTRADO/DOUTORADO";0,377534687456165;0,1875
"1142";"40015017006P9";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,426885938135938;1,27272727272727
"1143";"40015017007P5";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"HISTÓRIA";"MESTRADO/DOUTORADO";0,335513953388373;0,0526315789473684
"1144";"40015017011P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"RECURSOS PESQUEIROS E ENGENHARIA DE PESCA";"MESTRADO/DOUTORADO";0,450762480279468;0,0588235294117647
"1145";"40015017013P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ENGENHARIA DE ENERGIA NA AGRICULTURA";"MESTRADO";0,527704220242314;0,5
"1146";"40015017015P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CONSERVAÇÃO E MANEJO DE RECURSOS NATURAIS";"MESTRADO";0,580912316849817;0,142857142857143
"1147";"40015017016P4";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ENGENHARIA ELÉTRICA E COMPUTAÇÃO";"MESTRADO";0,671464646464646;0,888888888888889
"1148";"40015017017P0";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS SOCIAIS";"MESTRADO";0,562161680911681;0,1
"1149";"40015017021P8";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,58733748433584;0,357142857142857
"1150";"40015017022P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"DESENVOLVIMENTO RURAL SUSTENTÁVEL";"MESTRADO";0,633190160533911;0,125
"1151";"40015017023P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,62130741185363;1,06666666666667
"1152";"40015017025P3";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ODONTOLOGIA";"MESTRADO";0,479564159320059;0,133333333333333
"1153";"40015017027P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ENSINO";"MESTRADO";0,637260101010101;0,0909090909090909
"1154";"40015017028P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUL";"PR";"UNIOESTE";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,502797619047619;0,0714285714285714
"1155";"40015017070P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CONTABILIDADE";"MESTRADO";0,573568536726431;0,153846153846154
"1156";"40020010003P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"SUL";"PR";"UTP";"COMUNICAÇÃO E LINGUAGENS";"MESTRADO/DOUTORADO";0,636399925989749;0,166666666666667
"1157";"40022013003P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"4";"SUL";"PR";"UP";"ODONTOLOGIA CLÍNICA";"MESTRADO PROF.";0,488716370729083;1,66666666666667
"1158";"40022013007P8";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"4";"SUL";"PR";"UP";"ODONTOLOGIA";"DOUTORADO";0,371794635166728;1,66666666666667
"1159";"40024016001P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"SUL";"PR";"UNOPAR";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,473455882352941;0,25
"1160";"40024016002P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"SUL";"PR";"UNOPAR";"CIÊNCIA E TECNOLOGIA DE LEITE E DERIVADOS";"MESTRADO";0,559858911955587;0,5
"1161";"40024016004P1";"EDUCAÇÃO FÍSICA";"EFIS";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"SUL";"PR";"UNOPAR";"EXERCICIO FISICO NA PROMOÇÂO DA SAUDE";"MESTRADO PROF.";0,501324224021592;0,461538461538462
"1162";"40028011002P4";"MEDICINA VETERINÁRIA";"MVET";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"SUL";"PR";"UNIPAR";"CIÊNCIA ANIMAL COM ÊNFASE EM PRODUTOS BIOATIVOS";"MESTRADO/DOUTORADO";0,562963492600589;0,142857142857143
"1163";"40076016002P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNESPAR";"FORMAÇÃO DOCENTE INTERDISCIPLINAR";"MESTRADO";0,652327967171717;0,0625
"1164";"41001010006P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUL";"SC";"UFSC";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,327205298909218;0,5
"1165";"41001010009P7";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUL";"SC";"UFSC";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,482298136645963;0,4
"1166";"41001010020P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUL";"SC";"UFSC";"FÍSICA";"MESTRADO/DOUTORADO";0,422353887791676;0,259259259259259
"1167";"41001010022P3";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUL";"SC";"UFSC";"QUÍMICA";"MESTRADO/DOUTORADO";0,24900920613906;0,222222222222222
"1168";"41001010025P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"SUL";"SC";"UFSC";"CIÊNCIAS DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,535136240195545;0,827586206896552
"1169";"41001010031P2";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUL";"SC";"UFSC";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,527851988017429;1,6
"1170";"41001010033P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUL";"SC";"UFSC";"ENGENHARIA AMBIENTAL";"MESTRADO/DOUTORADO";0,41302022417154;0,222222222222222
"1171";"41001010035P8";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"SC";"UFSC";"BIOTECNOLOGIA E BIOCIÊNCIAS";"MESTRADO/DOUTORADO";0,62293367835921;0,52
"1172";"41001010050P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUL";"SC";"UFSC";"EDUCAÇÃO CIENTIFICA E TECNOLÓGICA";"MESTRADO/DOUTORADO";0,416278274904589;0,0714285714285714
"1173";"41001010055P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"SUL";"SC";"UFSC";"ENGENHARIA E GESTÃO DO CONHECIMENTO";"MESTRADO/DOUTORADO";0,602990259685812;0,53125
"1174";"41001010069P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";"SUL";"SC";"UFSC";"BIOQUÍMICA";"MESTRADO/DOUTORADO";0,44209778708134;0,375
"1175";"41001010086P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUL";"SC";"UFSC";"MÉTODOS E GESTÃO EM AVALIAÇÃO";"MESTRADO PROF.";0,835635123614663;0,357142857142857
"1176";"41001010087P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"SC";"UFSC";"TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO";"MESTRADO";0,611494298384542;0,466666666666667
"1177";"41001010088P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"SC";"UFSC";"ENGENHARIA DE TRANSPORTES E GESTÃO TERRITORIAL";"MESTRADO";0,653932278039421;0,0416666666666667
"1178";"41002016001P9";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,473508058526441;0,375
"1179";"41002016009P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2004;"PROFISSIONAL";"4";"SUL";"SC";"UDESC";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,499389522092362;1,75
"1180";"41002016011P4";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"FÍSICA";"MESTRADO";0,505309794372294;0,0909090909090909
"1181";"41002016012P0";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUL";"SC";"UDESC";"ENGENHARIA ELÉTRICA";"MESTRADO PROF.";0,524845913848631;0,8
"1182";"41002016014P3";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"MÚSICA";"MESTRADO";0,564198717948718;0,0769230769230769
"1183";"41002016015P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"SC";"UDESC";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,447331306126669;0,0454545454545455
"1184";"41002016018P9";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,388843949260616;1,125
"1185";"41002016019P5";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"ENGENHARIA MECÂNICA";"MESTRADO";0,456374007936508;0,272727272727273
"1186";"41002016020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,521036780801594;0,571428571428571
"1187";"41002016022P6";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"DESIGN";"MESTRADO";0,594117647058824;0,923076923076923
"1188";"41002016023P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"COMPUTAÇÃO APLICADA";"MESTRADO";0,550369563733051;0,2
"1189";"41002016025P5";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"SC";"UDESC";"GESTÃO DA INFORMAÇÃO";"MESTRADO PROF.";0,60543896627566;0,909090909090909
"1190";"41002016156P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"ZOOTECNIA";"MESTRADO";0,45317978230454;0,0714285714285714
"1191";"41002016158P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"SC";"UDESC";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,627236154878618;0,0833333333333333
"1192";"41004019001P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"SUL";"SC";"UNIVILLE";"SAÚDE E MEIO AMBIENTE";"MESTRADO/DOUTORADO";0,616489293085655;0,133333333333333
"1193";"41004019005P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"SUL";"SC";"UNIVILLE";"DESIGN";"MESTRADO PROF.";0,596513661459314;1,1
"1194";"41005015004P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"SC";"UNIVALI";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";0,640406162464986;0,166666666666667
"1195";"41005015008P2";"FARMÁCIA";"FARM";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"SC";"UNIVALI";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,450415305010893;0,4
"1196";"41005015010P7";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";"SUL";"SC";"UNIVALI";"COMPUTAÇÃO";"MESTRADO";0,525;1,85714285714286
"1197";"41006011003P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"MUNICIPAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUL";"SC";"FURB";"ENGENHARIA AMBIENTAL";"MESTRADO/DOUTORADO";0,624626035196687;0,416666666666667
"1198";"41006011005P0";"QUÍMICA";"QUIM";"MUNICIPAL";"PÚBLICA";2002;"ACADÊMICO";"3";"SUL";"SC";"FURB";"QUÍMICA";"MESTRADO";0,505321761571762;0,0769230769230769
"1199";"41006011007P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"MUNICIPAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUL";"SC";"FURB";"CIÊNCIAS CONTÁBEIS";"MESTRADO/DOUTORADO";0,419190817352582;0,0588235294117647
"1200";"41006011009P5";"ENGENHARIAS II";"ENGII";"MUNICIPAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUL";"SC";"FURB";"ENGENHARIA QUÍMICA";"MESTRADO";0,509631223763218;0,555555555555556
"1201";"41006011012P6";"SAÚDE COLETIVA";"SCOL";"MUNICIPAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"SC";"FURB";"SAÚDE COLETIVA";"MESTRADO PROF.";0,607172309027778;0,1
"1202";"41007018002P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"SUL";"SC";"UNOESC";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,503995129266868;0,153846153846154
"1203";"41007018004P0";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUL";"SC";"UNOESC";"CIÊNCIA E BIOTECNOLOGIA";"MESTRADO";0,667310660018993;0,75
"1204";"41007018005P6";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUL";"SC";"UNOESC";"BIOCIÊNCIAS E SAÚDE";"MESTRADO";0,621471607542221;0,0714285714285714
"1205";"41008014001P7";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"SUL";"SC";"UNISUL";"CIÊNCIAS DA LINGUAGEM";"MESTRADO/DOUTORADO";0,510145121082621;0,277777777777778
"1206";"41008014003P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"SUL";"SC";"UNISUL";"ADMINISTRAÇÃO";"MESTRADO";0,554489087301587;0,142857142857143
"1207";"41008014004P6";"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";"SUL";"SC";"UNISUL";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,550212142091683;0,176470588235294
"1208";"41015010001P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"SC";"UNESC";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,689204909652648;0,214285714285714
"1209";"41015010003P2";"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"6";"SUL";"SC";"UNESC";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,472124514273237;0,25
"1210";"41015010004P9";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";"SUL";"SC";"UNESC";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";0,60744301994302;1,33333333333333
"1211";"41016017001P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,660119047619048;0,166666666666667
"1212";"41016017005P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";"SUL";"SC";"UNOCHAPECÓ";"TECNOLOGIA E GESTÃO DA INOVAÇÃO";"MESTRADO PROF.";0,633674304418985;0,0769230769230769
"1213";"41016017007P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO";"MESTRADO";0,623395046982004;0,0714285714285714
