"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"2623";"50001019020P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"ESTUDOS DE CULTURA CONTEMPORÂNEA";"MESTRADO/DOUTORADO";0,764705882352941;0,474576271186441;0,681045670016258;0,440217391304348;0,590136303714997
"2624";"50001019022P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL";"MESTRADO";0,75;0,571428571428571;0,833333333333333;0,373484848484848;0,632061688311688
"2625";"50001019023P1";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"POLÍTICA SOCIAL";"MESTRADO";0,454545454545455;0,756756756756757;1,22222222222222;0,621212121212121;0,763684138684139
"2626";"50001019024P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO";"MESTRADO";0,43859649122807;0,333333333333333;0,676041666666667;0,422368421052632;0,467584978070175
"2627";"50001019026P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIA DE MATERIAIS";"MESTRADO";0,757575757575758;0,807692307692308;0,866666666666667;0,579545454545455;0,752870046620047
"2628";"50001019027P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"CENTRO-OESTE";"MT";"UFMT";"ENSINO DE CIÊNCIAS NATURAIS";"MESTRADO PROF.";0,476190476190476;0,483870967741935;0,791666666666667;0,396212121212121;0,5369850579528
"2629";"50001019029P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"QUÍMICA";"MESTRADO";0,380952380952381;0,625;0,574806201550388;0,485555555555556;0,516578534514581
"2630";"50001019030P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ENGENHARIA AGRÍCOLA";"MESTRADO";0,566666666666667;0,76;0,563541666666667;0,455952380952381;0,586540178571429
"2631";"50001019031P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS";"MESTRADO";0,666666666666667;0,8;0,411544523246651;0,657638888888889;0,633962519700552
"2632";"50001019032P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,583333333333333;0,64;0,565821256038647;0,503623188405797;0,573194444444444
"2633";"50001019033P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ZOOTECNIA";"MESTRADO";0,256410256410256;0,619047619047619;0,480698529411765;0,317592592592593;0,418437249365558
"2634";"50001019034P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"AGRONOMIA";"MESTRADO";0,433333333333333;0,567567567567568;0,626831501831502;0,426282051282051;0,513503613503614
"2635";"50001019035P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO FÍSICA";"MESTRADO";0,509803921568628;0,536585365853659;0,614285714285714;0,490416666666667;0,537772917093667
"2636";"50001019036P6";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"GEOGRAFIA";"MESTRADO";0,333333333333333;0,9375;0,627232142857143;0,532291666666667;0,607589285714286
"2637";"50001019037P2";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ANTROPOLOGIA SOCIAL";"MESTRADO";0,566666666666667;0,78125;0,903991596638655;0,380769230769231;0,658169373518638
"2638";"50001019038P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"FILOSOFIA";"MESTRADO";0,333333333333333;0,666666666666667;1;0,45;0,6125
"2639";"50001019039P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ZOOLOGIA";"MESTRADO";0,428571428571429;0,75;0,496168076109937;0,420588235294118;0,523831934993871
"2640";"50001019101P2";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"SOCIOLOGIA";"MESTRADO";0,435897435897436;0,666666666666667;0,90625;0,478333333333333;0,621786858974359
"2641";"50002015001P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,648148148148148;0,526315789473684;0,601018992744345;0,523188405797101;0,57466783404082
"2642";"50002015002P0";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"ECOLOGIA E CONSERVAÇÃO";"MESTRADO/DOUTORADO";0,5;0,181818181818182;0,331845238095238;0,447222222222222;0,365221410533911
"2643";"50002015003P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"LÍNGUÍSTICA";"MESTRADO/DOUTORADO";0,238095238095238;0,225806451612903;0,518055555555556;0,544551282051282;0,381627131828745
"2644";"50002015004P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"ESTUDOS LITERÁRIOS";"MESTRADO/DOUTORADO";0,351851851851852;0,175;0,378787878787879;0,415873015873016;0,330378186628187
"2645";"50002015005P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"EDUCAÇÃO";"MESTRADO";0,461538461538462;0,378787878787879;0,59375;0,399444444444444;0,458380196192696
"2646";"50002015006P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA";"MESTRADO";0,6875;0,787234042553192;0,612906504065041;0,544117647058823;0,657939548419264
"2647";"50002015007P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO";0,388888888888889;0,604651162790698;0,591346153846154;0,447549019607843;0,508108806283396
"2648";"50002015008P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"BIODIVERSIDADE E AGROECOSSISTEMAS AMAZÔNICOS";"MESTRADO";0,547619047619048;0,54;0,664583333333333;0,397395833333333;0,537399553571429
"2649";"50002015102P5";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"GEOGRAFIA";"MESTRADO";0,454545454545455;0,564102564102564;0,59139880952381;0,572777777777778;0,545706151487401
"2650";"50002015156P8";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"LETRAS";"MESTRADO";0,377777777777778;0,524590163934426;0,725757575757576;0,41140350877193;0,509882256560427
"2651";"50008013001P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"CENTRO-OESTE";"MT";"UNIC";"CIÊNCIAS ODONTOLÓGICAS INTEGRADAS";"MESTRADO PROF.";0,333333333333333;0,366666666666667;0,402331548415886;0,386805555555556;0,37228427599286
"2652";"50008013003P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNIC";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,547619047619048;0,783783783783784;0,602447552447552;0,530208333333333;0,616014679295929
"2653";"50008013006P4";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNIC";"AMBIENTE E SAÚDE";"MESTRADO";0,805555555555556;0,631578947368421;1,06372549019608;0,475;0,743964998280014
"2654";"51001012007P9";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"QUÍMICA";"MESTRADO/DOUTORADO";0,266666666666667;0,13265306122449;0,374172850958565;0,833333333333333;0,401706478045764
"2655";"51001012010P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"TECNOLOGIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,791666666666667;0,377777777777778;0,501423837630734;1;0,667717070518795
"2656";"51001012019P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE";"MESTRADO/DOUTORADO";0,636363636363636;0,291139240506329;0,48828729281768;0,75;0,541447542421911
"2657";"51001012034P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"AGRONOMIA";"MESTRADO";0,333333333333333;0,696969696969697;0,503846153846154;0,25;0,446037296037296
"2658";"51001012038P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UFMS";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";0,372549019607843;0,552631578947368;0,703703703703704;0,25;0,469721075564729
"2659";"51002019002P3";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,515151515151515;0,424242424242424;0,704861111111111;0,365972222222222;0,502556818181818
"2660";"51002019003P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"DESENVOLVIMENTO LOCAL";"MESTRADO/DOUTORADO";1,02564102564103;0,540983606557377;0,706340579710145;0,384615384615385;0,664395149130983
"2661";"51002019004P6";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,666666666666667;0,36;0,511866751809281;0,452083333333333;0,49765418795232
"2662";"51002019005P2";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UCDB";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,666666666666667;0,5;0,480449967511371;0,59375;0,560216658544509
"2663";"51002019006P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA";"MESTRADO/DOUTORADO";0,777777777777778;0,580645161290323;0,461338234218419;0,540350877192982;0,590028012619875
"2664";"51004011001P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UEMS";"AGRONOMIA";"MESTRADO/DOUTORADO";0,333333333333333;0,517241379310345;0,5625;0,38731884057971;0,450098388305847
"2665";"51004011002P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";0,388888888888889;0,414634146341463;0,5;0,417592592592593;0,430278906955736
"2666";"51004011003P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"ZOOTECNIA";"MESTRADO";0,294117647058824;0,538461538461538;0,5625;0,406372549019608;0,450362933634992
"2667";"51004011004P9";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO";"MESTRADO";0,431372549019608;0,533333333333333;0,592580982236155;0,393421052631579;0,487676979305169
"2668";"51004011005P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"LETRAS";"MESTRADO";0,333333333333333;0,486486486486487;0,74055829228243;0,456944444444444;0,504330639136674
"2669";"51004011006P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO";"MESTRADO PROF.";0,466666666666667;0,46969696969697;0,638213441404931;0,421376811594203;0,498988472340693
"2670";"51004011007P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"AGRONOMIA - SUSTENTABILIDADE NA AGRICULLTURA";"MESTRADO";0,444444444444444;0,709677419354839;0,56875;0,458333333333333;0,545301299283154
"2671";"51004011009P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"ENSINO EM SAÚDE";"MESTRADO PROF.";0,688888888888889;0,4375;0,692550505050505;0,520588235294118;0,584881907308378
"2672";"51004011010P9";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"DESENVOLVIMENTO REGIONAL E DE SISTEMAS PRODUTIVOS";"MESTRADO";0,69047619047619;0,807692307692308;0,950980392156863;0,390555555555556;0,709926111470229
"2673";"51004011070P1";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO CIENTÍFICA E MATEMÁTICA";"MESTRADO PROF.";0,490196078431373;0,327868852459016;0,727272727272727;0,575757575757576;0,530273808480173
"2674";"51005018001P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"CENTRO-OESTE";"MS";"UFGD";"AGRONOMIA";"MESTRADO/DOUTORADO";0,421052631578947;0,352941176470588;0,472076023391813;0,388768115942029;0,408709486845844
"2675";"51005018002P2";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"HISTÓRIA";"MESTRADO/DOUTORADO";0,380952380952381;0,371428571428571;0,579428571428571;0,387301587301587;0,429777777777778
"2676";"51005018003P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"ENTOMOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE";"MESTRADO/DOUTORADO";0,428571428571429;0,216216216216216;0,713888888888889;0,414285714285714;0,443240561990562
"2677";"51005018004P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,25;0,305555555555556;0,502846790890269;0,451190476190476;0,377398205659075
"2678";"51005018005P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,431372549019608;0,416666666666667;0,819384319384319;0,440277777777778;0,526925328212093
"2679";"51005018006P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";0,62962962962963;0,538461538461538;0,529735132433783;0,471969696969697;0,542448999373662
"2680";"51005018007P4";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"LETRAS";"MESTRADO";0,458333333333333;0,481481481481481;0,866666666666667;0,415196078431373;0,555419389978213
"2681";"51005018008P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ZOOTECNIA";"MESTRADO";0,270833333333333;0,388888888888889;0,36452380952381;0,359920634920635;0,346041666666667
"2682";"51005018009P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIAS DA SAUDE";"MESTRADO/DOUTORADO";0,738095238095238;0,294117647058824;0,554607912816868;0,441666666666667;0,507121866159399
"2683";"51005018010P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"QUÍMICA";"MESTRADO";0,350877192982456;0,708333333333333;0,526302894038972;0,417410714285714;0,500731033660119
"2684";"51005018011P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"BIOLOGIA GERAL";"MESTRADO";0,564102564102564;0,733333333333333;0,586785714285714;0,371666666666667;0,56397206959707
"2685";"51005018012P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"AGRONEGÓCIOS";"MESTRADO";0,688888888888889;0,947368421052632;0,601023391812865;0,41468253968254;0,662990810359231
"2686";"51005018013P4";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ANTROPOLOGIA";"MESTRADO";0,433333333333333;0,583333333333333;0,645833333333333;0,503888888888889;0,541597222222222
"2687";"51005018014P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ENGENHARIA AGRÍCOLA";"MESTRADO";0,333333333333333;0,704545454545455;0,525699300699301;0,485119047619048;0,512174284049284
"2688";"51005018015P7";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"SOCIOLOGIA";"MESTRADO";0,575757575757576;0,727272727272727;0,717592592592593;0,428333333333333;0,612239057239057
"2689";"51005018101P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"PSICOLOGIA";"MESTRADO";0,645833333333333;0,631578947368421;0,684496124031008;0,460416666666667;0,605581267849857
"2690";"51005018170P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"FRONTEIRAS E DIREITOS HUMANOS";"MESTRADO";0,577777777777778;0,439024390243902;1,04166666666667;0,477604166666667;0,634018250338753
"2691";"52001016001P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"MATEMÁTICA";"MESTRADO/DOUTORADO";0,101449275362319;0,0967741935483871;0,429074074074074;0,647794117647059;0,31877291515796
"2692";"52001016002P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"HISTÓRIA";"MESTRADO/DOUTORADO";0,298850574712644;0,19;0,569907407407407;0,411486486486487;0,367561117151634
"2693";"52001016003P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"MEDICINA TROPICAL E SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";0,56;0,327586206896552;0,582326892109501;0,504166666666667;0,49351994141818
"2694";"52001016004P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"LETRAS E LINGUÍSTICA";"MESTRADO/DOUTORADO";0,297297297297297;0,197183098591549;0,484905372405372;0,398412698412698;0,344449616676729
"2695";"52001016005P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS BIOLÓGICAS";"MESTRADO/DOUTORADO";0,549019607843137;0,358695652173913;0,447625677625678;0,571014492753623;0,481588857599088
"2696";"52001016006P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"AGRONOMIA";"MESTRADO/DOUTORADO";0,425925925925926;0,319444444444444;0,5255;0,412179487179487;0,420762464387464
"2697";"52001016007P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,392857142857143;0,353658536585366;0,645524691358025;0,49375;0,471447592700133
"2698";"52001016009P4";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FÍSICA";"MESTRADO/DOUTORADO";0,183908045977011;0,482142857142857;0,341720430107527;0,546666666666667;0,388609499973516
"2699";"52001016011P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FILOSOFIA";"MESTRADO/DOUTORADO";0,25;0,282051282051282;0,711111111111111;0,441287878787879;0,421112567987568
"2700";"52001016012P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,266666666666667;0,27;0,352702702702703;0,426851851851852;0,329055305305305
"2701";"52001016013P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"MÚSICA";"MESTRADO";0,666666666666667;0,552631578947368;1,03571428571429;0,353508771929825;0,652130325814536
"2702";"52001016014P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,260869565217391;0,24;0,568359375;0,468817204301075;0,384511536129617
"2703";"52001016018P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,333333333333333;0,303571428571429;0,774358974358974;0,486458333333333;0,474430517399267
"2704";"52001016019P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"QUÍMICA";"MESTRADO/DOUTORADO";0,365591397849462;0,137254901960784;0,482055989891811;0,421491228070175;0,351598379443058
"2705";"52001016020P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"SOCIOLOGIA";"MESTRADO/DOUTORADO";0,41025641025641;0,307692307692308;0,567222222222222;0,444583333333333;0,432438568376068
"2706";"52001016022P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,745098039215686;0,766666666666667;0,549107142857143;0,450724637681159;0,627899121605164
"2707";"52001016023P7";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,25;0,127272727272727;0,424342105263158;0,460897435897436;0,31562806710833
"2708";"52001016024P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ARTE E CULTURA VISUAL";"MESTRADO/DOUTORADO";0,972222222222222;0,633333333333333;0,854166666666667;0,407142857142857;0,71671626984127
"2709";"52001016025P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,313725490196078;0,111111111111111;0,466156462585034;0,472463768115942;0,340864208002041
