"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"645";"28001010080P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,736842105263158;0,409090909090909;0,565167765499737;0,590740740740741;0,575460380148636
"646";"28001010082P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"BA";"UFBA";"ECOLOGIA";"MESTRADO PROF.";0,566666666666667;0,516129032258065;0,754285714285714;0,455654761904762;0,573184043778802
"647";"28001010083P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"ESTUDOS INTERDISCIPLINARES SOBRE A UNIVERSIDADE";"MESTRADO";0,622222222222222;0,618181818181818;0,642992424242424;0,498245614035088;0,595410519670388
"648";"28001010084P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"GENÉTICA E BIODIVERSIDADE";"MESTRADO";0,636363636363636;1,5;0,534883720930233;0,294642857142857;0,741472553609182
"649";"28001010085P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"BA";"UFBA";"SEGURANÇA PÚBLICA, JUSTIÇA E CIDADANIA";"MESTRADO PROF.";0,696969696969697;0,43859649122807;0,670868347338936;0,467628205128205;0,568515685166227
"650";"28001010088P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,287878787878788;0,166666666666667;0,423172013938957;0,385897435897436;0,315903726095462
"651";"28001010089P3";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"BIOCIÊNCIAS";"MESTRADO";0,714285714285714;0,782608695652174;0,757575757575758;0,528125;0,695648791878412
"652";"28001010092P4";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"BA";"UFBA";"MÚSICA";"MESTRADO PROF.";0,395833333333333;0,423076923076923;0,43502331002331;0,571929824561404;0,456465847748742
"653";"28001010093P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"MUSEOLOGIA";"MESTRADO";0,818181818181818;0,864864864864865;0,6484375;0,477450980392157;0,70223379085971
"654";"28001010094P7";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"RELAÇÕES INTERNACIONAIS";"MESTRADO";0,611111111111111;0,775;0,679166666666667;0,500757575757576;0,641508838383838
"655";"28001010095P3";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,333333333333333;0,189349112426035;0,609061930783242;0,356306306306306;0,372012670712229
"656";"28001010170P5";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"SAÚDE COLETIVA";"MESTRADO";0,571428571428572;0,368421052631579;0,6875;0,470833333333333;0,524545739348371
"657";"28001010171P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"MICROBIOLOGIA";"MESTRADO";0,541666666666667;0,846153846153846;1;0,489035087719298;0,719213900134953
"658";"28001010172P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";0,583333333333333;0,421052631578947;0,546934865900383;0,391287878787879;0,485652177400136
"659";"28002016003P4";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"ESTUDOS LITERÁRIOS";"MESTRADO";0,357142857142857;0,403225806451613;0,666666666666667;0,520098039215686;0,486783342369206
"660";"28002016004P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"BA";"UEFS";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,5;0,5;0,537384259259259;0,422916666666667;0,490075231481481
"661";"28002016005P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"MODELAGEM EM CIÊNCIAS DA TERRA E DO AMBIENTE";"MESTRADO";0,6;0,72972972972973;0,448863636363636;0,460869565217391;0,559865732827689
"662";"28002016006P3";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"BA";"UEFS";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,686274509803921;0,340909090909091;0,60297619047619;0,46984126984127;0,525000265257618
"663";"28002016007P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"DESENHO, CULTURA E INTERATIVIDADE";"MESTRADO";0,666666666666667;0,925925925925926;0,708333333333333;0,498684210526316;0,69990253411306
"664";"28002016009P2";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"HISTÓRIA";"MESTRADO";0,270833333333333;0,540540540540541;0,6375;0,497549019607843;0,486605723370429
"665";"28002016011P7";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"BA";"UEFS";"ECOLOGIA E EVOLUÇÃO";"MESTRADO";0,411764705882353;0,730769230769231;0,529868578255675;0,381578947368421;0,51349536556892
"666";"28002016012P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"ESTUDOS LINGUÍSTICOS";"MESTRADO";0,384615384615385;0,392156862745098;0,65625;0,444791666666667;0,469453478506787
"667";"28002016013P0";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORDESTE";"BA";"UEFS";"ENFERMAGEM";"MESTRADO PROF.";0,183333333333333;0,209302325581395;0,486471861471861;0,458333333333333;0,334360213429981
"668";"28002016014P6";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"BA";"UEFS";"SAÚDE COLETIVA";"MESTRADO PROF.";0,347826086956522;0,361111111111111;0,462962962962963;0,440441176470588;0,403085334375296
"669";"28002016015P2";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"EDUCAÇÃO";"MESTRADO";0,46969696969697;0,430769230769231;0,64760348583878;0,477;0,506267421576245
"670";"28002016016P9";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"BA";"UEFS";"PLANEJAMENTO TERRITORIAL";"MESTRADO PROF.";0,619047619047619;0,464788732394366;0,628968253968254;0,568333333333333;0,570284484685893
"671";"28002016018P1";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,666666666666667;0,761904761904762;0,555555555555556;0,466025641025641;0,612538156288156
"672";"28002016019P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UEFS";"COMPUTAÇÃO APLICADA";"MESTRADO";0,537037037037037;0,583333333333333;0,893939393939394;0,386574074074074;0,60022095959596
"673";"28003012002P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"NORDESTE";"BA";"UCSAL";"PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SOCIAL";"MESTRADO/DOUTORADO";0,8;0,609756097560976;0,629365079365079;0,488461538461538;0,631895678846898
"674";"28003012003P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";"NORDESTE";"BA";"UCSAL";"POLÍTICAS SOCIAIS E CIDADANIA";"MESTRADO/DOUTORADO";0,722222222222222;0,342105263157895;0,746590909090909;0,427222222222222;0,559535154173312
"675";"28003012004P7";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";"NORDESTE";"BA";"UCSAL";"FAMÍLIA NA SOCIEDADE CONTEMPORÃNEA";"MESTRADO/DOUTORADO";0,861111111111111;0,454545454545455;0,690529545151394;0,505392156862745;0,627894566917676
"676";"28003012005P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"3";"NORDESTE";"BA";"UCSAL";"PLANEJAMENTO AMBIENTAL";"MESTRADO PROF.";0,888888888888889;0,543859649122807;0,733333333333333;0,508888888888889;0,66874269005848
"677";"28005015001P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"BA";"UNEB";"EDUCAÇÃO E CONTEMPORANEIDADE";"MESTRADO/DOUTORADO";0,477777777777778;0,33;0,526041666666667;0,39527027027027;0,432272428678679
"678";"28005015003P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"ESTUDO DE LINGUAGENS";"MESTRADO";0,372549019607843;0,482758620689655;0,962962962962963;0,420416666666667;0,559671817481782
"679";"28005015004P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"QUÍMICA APLICADA";"MESTRADO";0,303030303030303;0,652173913043478;0,625;0,476923076923077;0,514281823249215
"680";"28005015005P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"AGRONOMIA: HORTICULTURA IRRIGADA";"MESTRADO";0,523809523809524;0,763157894736842;0,527597402597403;0,481862745098039;0,574106891560452
"681";"28005015007P9";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"HISTÓRIA REGIONAL E LOCAL";"MESTRADO";0,277777777777778;0,527777777777778;0,51984126984127;0,496428571428571;0,455456349206349
"682";"28005015008P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"CRÍTICA CULTURAL";"MESTRADO";0,571428571428571;0,441176470588235;0,468383838383838;0,478205128205128;0,489798502151443
"683";"28005015009P1";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"ECOLOGIA HUMANA E GESTÃO SOCIOAMBIENTAL";"MESTRADO";0,823529411764706;0,636363636363636;0,55;0,544565217391304;0,638614566379912
"684";"28005015010P0";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"BIODIVERSIDADE VEGETAL";"MESTRADO";0,416666666666667;0,68;0,580263157894737;0,408823529411765;0,521438338493292
"685";"28005015011P6";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"BA";"UNEB";"GESTÃO E TECNOLOGIAS APLICADAS À EDUCAÇÃO";"MESTRADO PROF.";0,694444444444445;0,32620320855615;0,653976091476091;0,372222222222222;0,511711491674727
"686";"28005015012P2";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"BA";"UNEB";"EDUCAÇÃO DE JOVENS E ADULTOS";"MESTRADO PROF.";0,53968253968254;0,385964912280702;0,684280303030303;0,38015873015873;0,497521621288069
"687";"28005015013P9";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"EDUCAÇÃO, CULTURA E TERRITÓRIOS SEMIÁRIDOS";"MESTRADO";0,714285714285714;0,555555555555556;0,669230769230769;0,482352941176471;0,605356245062127
"688";"28005015014P5";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORDESTE";"BA";"UNEB";"EDUCAÇÃO E DIVERSIDADE";"MESTRADO PROF.";0,574074074074074;0,4;0,668137254901961;0,435714285714286;0,51948140367258
"689";"28005015070P2";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"BA";"UNEB";"HISTÓRIA";"MESTRADO";0,393939393939394;0,642857142857143;0,916666666666667;0,46025641025641;0,603429903429903
"690";"28006011002P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"BA";"UESB";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,411764705882353;0,149253731343284;0,833333333333333;0,331140350877193;0,431373030359041
"691";"28006011003P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"QUIMICA";"MESTRADO";0,466666666666667;0,628571428571429;0,530336257309941;0,521428571428571;0,536750730994152
"692";"28006011005P2";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"5";"NORDESTE";"BA";"UESB";"MEMÓRIA:LINGUAGEM E SOCIEDADE";"MESTRADO/DOUTORADO";0,575757575757576;0,379310344827586;0,458034647550777;0,540333333333333;0,488358975367318
"693";"28006011007P5";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORDESTE";"BA";"UESB";"ENFERMAGEM E SAÚDE";"MESTRADO/DOUTORADO";0,537037037037037;0,358695652173913;0,60625;0,443859649122807;0,486460584583439
"694";"28006011008P1";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"LETRAS: CULTURA, EDUCAÇÃO E LINGUAGENS";"MESTRADO";0,590909090909091;0,379746835443038;0,717948717948718;0,554012345679012;0,560654247494965
"695";"28006011009P8";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"GENÉTICA, BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";0,511111111111111;0,59375;0,56492628992629;0,48875;0,53963435025935
"696";"28006011010P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"EDUCAÇÃO CIENTÍFICA E FORMAÇÃO DE PROFESSORES";"MESTRADO";0,56140350877193;0,388888888888889;0,579656862745098;0,515909090909091;0,511464587828752
"697";"28006011011P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"LINGUÍSTICA";"MESTRADO";0,240740740740741;0,266666666666667;0,391666666666667;0,464035087719298;0,340777290448343
"698";"28006011012P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,703703703703704;0,659090909090909;0,513344226579521;0,438405797101449;0,578636159118896
"699";"28006011014P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"CIÊNCIAS FLORESTAIS";"MESTRADO";0,633333333333333;0,769230769230769;0,705882352941176;0,490277777777778;0,649681058320764
"700";"28006011015P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"RELAÇÕES ÉTNICAS E CONTEMPORANEIDADE";"MESTRADO";0,725490196078431;0,782608695652174;0,96969696969697;0,473039215686274;0,737708769278462
"701";"28006011170P3";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"BA";"UESB";"GEOGRAFIA";"MESTRADO";0,333333333333333;0,538461538461538;0,580357142857143;0,43974358974359;0,472973901098901
"702";"28007018001P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE";"MESTRADO";0,755555555555556;0,568181818181818;0,623543123543123;0,42;0,591820124320124
"703";"28007018003P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORDESTE";"BA";"UESC";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";0,490196078431373;0,228070175438596;0,457270408163265;0,472368421052632;0,411976270771466
"704";"28007018004P2";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"ZOOLOGIA";"MESTRADO";0,543859649122807;0,285714285714286;0,647321428571429;0,474621212121212;0,487879143882433
"705";"28007018005P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,439393939393939;0,125;0,459375;0,432333333333333;0,364025568181818
"706";"28007018006P5";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"SISTEMAS AQUÁTICOS TROPICAIS";"MESTRADO";0,571428571428571;0,625;0,438701923076923;0,52280701754386;0,539484378012339
"707";"28007018007P1";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,407407407407407;0,203703703703704;0,310163850486431;0,403787878787879;0,331265710096355
"708";"28007018008P8";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS";"MESTRADO/DOUTORADO";0,5;0,27906976744186;0,5125;0,479166666666667;0,442684108527132
"709";"28007018009P4";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"LINGUAGENS E REPRESENTAÇÕES";"MESTRADO";0,490196078431373;0,4;0,738984674329502;0,426086956521739;0,513816927320653
"710";"28007018010P2";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"FÍSICA";"MESTRADO";0,545454545454545;0,8;0,55;0,455;0,587613636363636
"711";"28007018011P9";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORDESTE";"BA";"UESC";"ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE";"MESTRADO/DOUTORADO";0,543859649122807;0,176470588235294;0,605263157894737;0,437654320987654;0,440811929060123
"712";"28007018012P5";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"CIÊNCIA, INOVAÇÃO E MODELAGEM EM MATERIAIS";"MESTRADO";0,641025641025641;0,722222222222222;0,641666666666667;0,445833333333333;0,612686965811966
"713";"28007018013P1";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"BOTÂNICA";"MESTRADO";0,644444444444444;0,846153846153846;0,503858024691358;0,53015873015873;0,631153761362095
"714";"28007018014P8";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"EDUCAÇÃO MATEMÁTICA";"MESTRADO";0,484848484848485;0,627906976744186;1;0,464957264957265;0,644428181637484
"715";"28007018015P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"ECONOMIA REGIONAL E POLÍTICAS PÚBLICAS";"MESTRADO";0,708333333333333;0,666666666666667;0,561394728061395;0,491666666666667;0,607015348682015
"716";"28007018016P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"MODELAGEM COMPUTACIONAL EM CIÊNCIA E TECNOLOGIA";"MESTRADO";0,644444444444444;0,7;0,604815146094216;0,430882352941176;0,595035485869959
"717";"28007018017P7";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"BA";"UESC";"FORMAÇÃO DE PROFESSORES DA EDUCAÇÃO BÁSICA";"MESTRADO PROF.";0,487179487179487;0,464285714285714;0,68452380952381;0,380555555555556;0,504136141636142
"718";"28007018018P3";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"EDUCAÇÃO EM CIÊNCIAS";"MESTRADO";0,454545454545455;0,736842105263158;0,625697767145136;0,334615384615385;0,537925177892283
"719";"28007018019P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"QUÍMICA";"MESTRADO";0,305555555555556;0,741935483870968;0,456349206349206;0,583333333333333;0,521793394777266
"720";"28007018075P7";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"BA";"UESC";"CIÊNCIAS DA SAÚDE";"MESTRADO";0,733333333333333;0,514285714285714;0,608477011494253;0,508796296296296;0,591223088852399
"721";"28013018001P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"NORDESTE";"BA";"UNIFACS";"DESENVOLVIMENTO REGIONAL E URBANO";"MESTRADO/DOUTORADO";0,944444444444444;0,666666666666667;0,958333333333333;0,511666666666667;0,770277777777778
"722";"28013018004P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"3";"NORDESTE";"BA";"UNIFACS";"ADMINISTRAÇÃO";"MESTRADO";0,666666666666667;0,475609756097561;0,719887955182073;0,434027777777778;0,57404803893102
"723";"28013018005P5";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"NORDESTE";"BA";"UNIFACS";"SISTEMAS E COMPUTAÇÃO";"MESTRADO";0,848484848484849;0,553191489361702;0,607142857142857;0,3;0,577204798747352
"724";"28013018062P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"4";"NORDESTE";"BA";"UNIFACS";"DIREITO, GOVERNANÇA E POLÍTICAS PÚBLICAS";"MESTRADO PROF.";0,711111111111111;0,5;1,12962962962963;0,469607843137255;0,702587145969499
"725";"28022017001P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";"NORDESTE";"BA";"UFRB";"CIÊNCIAS AGRÁRIAS";"MESTRADO/DOUTORADO";0,588235294117647;0,233333333333333;0,323781832444516;0,44375;0,397275114973874
"726";"28022017002P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"BA";"UFRB";"MICROBIOLOGIA AGRÍCOLA";"MESTRADO";0,638888888888889;0,645161290322581;0,601190476190476;0,483333333333333;0,59214349718382
"727";"28022017003P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"BA";"UFRB";"RECURSOS GENÉTICOS VEGETAIS";"MESTRADO";0,470588235294118;0,605263157894737;0,485833333333333;0,519117647058824;0,520200593395253
"728";"28022017004P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"BA";"UFRB";"CIENCIA ANIMAL";"MESTRADO";0,555555555555555;0,5;0,525401069518717;0,295555555555556;0,469128045157457
"729";"28022017005P0";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UFRB";"CIÊNCIAS SOCIAIS: CULTURA, DESIGUALDADES E DESENVOLVIMENTO";"MESTRADO";0,58974358974359;0,681818181818182;0,755952380952381;0,319736842105263;0,586812748654854
"730";"28022017006P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"BA";"UFRB";"SOLOS E QUALIDADE DE ECOSSISTEMAS";"MESTRADO";0,611111111111111;0,609756097560976;0,516666666666667;0,392708333333333;0,532560552168022
"731";"28022017007P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"NORDESTE";"BA";"UFRB";"DEFESA AGROPECUÁRIA";"MESTRADO PROF.";0,622222222222222;0,933333333333333;0,5;0,406862745098039;0,615604575163399
"732";"28022017008P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"BA";"UFRB";"GESTÃO DE POLÍTICAS PÚBLICAS E SEGURANÇA SOCIAL";"MESTRADO PROF.";0,820512820512821;0,555555555555556;0,636363636363636;0,405952380952381;0,604596098346098
