"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFGDi";"QDP";"DFGDi";"FCDi"
"708";"26001012005P5";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"METEOROLOGIA";"MESTRADO";23;27;0,851851851851852;0,851851851851852
"709";"26001012010P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"AGRONOMIA (PRODUÇÃO VEGETAL)";"MESTRADO/DOUTORADO";6;35;0,171428571428571;0,171428571428571
"710";"26001012011P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"EDUCAÇÃO";"MESTRADO/DOUTORADO";26;75;0,346666666666667;0,346666666666667
"711";"26001012012P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"ENGENHARIA CIVIL";"MESTRADO";4;18;0,222222222222222;0,222222222222222
"712";"26001012013P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"SOCIOLOGIA";"MESTRADO";15;18;0,833333333333333;0,833333333333333
"713";"26001012014P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"DINÂMICA DO ESPAÇO HABITADO";"MESTRADO/DOUTORADO";26;81;0,320987654320988;0,320987654320988
"714";"26001012015P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"MATEMÁTICA";"MESTRADO";9;12;0,75;0,75
"715";"26001012016P7";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"SERVIÇO SOCIAL";"MESTRADO";2;9;0,222222222222222;0,222222222222222
"716";"26001012017P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"MODELAGEM COMPUTACIONAL DE CONHECIMENTO";"MESTRADO";50;76;0,657894736842105;0,657894736842105
"717";"26001012018P0";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"DIREITO";"MESTRADO";10;48;0,208333333333333;0,208333333333333
"718";"26001012019P6";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"RECURSOS HIDRICOS E SANEAMENTO";"MESTRADO";20;37;0,540540540540541;0,540540540540541
"719";"26001012020P4";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"NUTRIÇÃO";"MESTRADO";27;46;0,58695652173913;0,58695652173913
"720";"26001012022P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"ENGENHARIA QUÍMICA";"MESTRADO";2;11;0,181818181818182;0,181818181818182
"721";"26001012023P3";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";12;43;0,27906976744186;0,27906976744186
"722";"26001012024P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"ECONOMIA";"MESTRADO";20;29;0,689655172413793;0,689655172413793
"723";"26001012025P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"DIVERSIDADE BIOLÓGICA E CONSERVAÇÃO NOS TRÓPICOS";"MESTRADO/DOUTORADO";23;32;0,71875;0,71875
"724";"26001012026P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"ZOOTECNIA";"MESTRADO";14;19;0,736842105263158;0,736842105263158
"725";"26001012027P9";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"NORDESTE";"AL";"UFAL";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";20;72;0,277777777777778;0,277777777777778
"726";"26001012028P5";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"MATERIAIS";"DOUTORADO";12;21;0,571428571428571;0,571428571428571
"727";"26001012029P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"AL";"UFAL";"PROTEÇÃO DE PLANTAS";"MESTRADO/DOUTORADO";12;27;0,444444444444444;0,444444444444444
"728";"26001012030P0";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"ENFERMAGEM";"MESTRADO";25;49;0,510204081632653;0,510204081632653
"729";"26001012031P6";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"AL";"UFAL";"ENSINO NA SAÚDE";"MESTRADO PROF.";23;70;0,328571428571429;0,328571428571429
"730";"26001012032P2";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"PSICOLOGIA";"MESTRADO";19;51;0,372549019607843;0,372549019607843
"731";"26001012033P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"AGRICULTURA E AMBIENTE";"MESTRADO";31;42;0,738095238095238;0,738095238095238
"732";"26001012034P5";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"HISTÓRIA";"MESTRADO";26;40;0,65;0,65
"733";"26001012035P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"INFORMÁTICA";"MESTRADO";33;48;0,6875;0,6875
"734";"26001012036P8";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";22;38;0,578947368421053;0,578947368421053
"735";"26001012037P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"AL";"UFAL";"ENERGIA DA BIOMASSA";"MESTRADO PROF.";22;33;0,666666666666667;0,666666666666667
"736";"26001012038P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"GEOGRAFIA";"MESTRADO";16;28;0,571428571428571;0,571428571428571
"737";"26001012082P0";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"ANTROPOLOGIA SOCIAL";"MESTRADO";23;30;0,766666666666667;0,766666666666667
"738";"26001012170P6";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"AL";"UFAL";"INOVAÇÃO E TECNOLOGIA INTEGRADAS À MEDICINA VETERINÁRIA PARA O DESENVOLVIMENTO REGIONAL";"MESTRADO";21;34;0,617647058823529;0,617647058823529
"739";"26004011001P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;20;0,6;0,6
"740";"26006014001P1";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"NORDESTE";"AL";"CESMAC";"PESQUISA EM SAÚDE";"MESTRADO PROF.";22;59;0,372881355932203;0,372881355932203
"741";"26006014002P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"NORDESTE";"AL";"CESMAC";"ANÁLISE DE SISTEMAS AMBIENTAIS";"MESTRADO PROF.";35;54;0,648148148148148;0,648148148148148
"742";"26013002001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"NORDESTE";"PE";"FG";"INOVAÇÃO E DESENVOLVIMENTO";"MESTRADO PROF.";45;82;0,548780487804878;0,548780487804878
"743";"26017008001P4";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"FADIC";"DIREITO";"MESTRADO";14;56;0,25;0,25
"744";"27001016001P2";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"GEOGRAFIA";"MESTRADO/DOUTORADO";11;65;0,169230769230769;0,169230769230769
"745";"27001016003P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"EDUCAÇÃO";"MESTRADO/DOUTORADO";31;97;0,319587628865979;0,319587628865979
"746";"27001016007P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"NORDESTE";"SE";"FUFSE";"DESENVOLVIMENTO E MEIO AMBIENTE";"MESTRADO";35;82;0,426829268292683;0,426829268292683
"747";"27001016008P7";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"FÍSICA";"MESTRADO/DOUTORADO";9;57;0,157894736842105;0,157894736842105
"748";"27001016009P3";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS DA SAUDE";"MESTRADO/DOUTORADO";26;135;0,192592592592593;0,192592592592593
"749";"27001016010P1";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"QUÍMICA";"MESTRADO/DOUTORADO";4;23;0,173913043478261;0,173913043478261
"750";"27001016011P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"SOCIOLOGIA";"MESTRADO/DOUTORADO";18;39;0,461538461538462;0,461538461538462
"751";"27001016013P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"3";"NORDESTE";"SE";"FUFSE";"DESENVOLVIMENTO REGIONAL E GESTÃO DE EMPREENDIMENTOS LOCAIS";"MESTRADO PROF.";17;18;0,944444444444444;0,944444444444444
"752";"27001016014P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ENGENHARIA QUÍMICA";"MESTRADO";35;59;0,593220338983051;0,593220338983051
"753";"27001016015P3";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";19;41;0,463414634146341;0,463414634146341
"754";"27001016016P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";22;36;0,611111111111111;0,611111111111111
"755";"27001016017P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"ECOLOGIA E CONSERVAÇÃO";"MESTRADO/DOUTORADO";5;17;0,294117647058824;0,294117647058824
"756";"27001016019P9";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";27;62;0,435483870967742;0,435483870967742
"757";"27001016021P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"LETRAS";"MESTRADO/DOUTORADO";7;35;0,2;0,2
"758";"27001016022P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"PSICOLOGIA";"MESTRADO";29;61;0,475409836065574;0,475409836065574
"759";"27001016025P9";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO";36;90;0,4;0,4
"760";"27001016026P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ANTROPOLOGIA";"MESTRADO";17;22;0,772727272727273;0,772727272727273
"761";"27001016027P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ENGENHARIA ELÉTRICA";"MESTRADO";20;21;0,952380952380952;0,952380952380952
"762";"27001016028P8";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"BIOLOGIA PARASITARIA";"MESTRADO";19;36;0,527777777777778;0,527777777777778
"763";"27001016029P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";36;74;0,486486486486487;0,486486486486487
"764";"27001016030P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ZOOTECNIA";"MESTRADO";25;28;0,892857142857143;0,892857142857143
"765";"27001016031P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS FISIOLÓGICAS";"MESTRADO/DOUTORADO";9;37;0,243243243243243;0,243243243243243
"766";"27001016032P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"MATEMÁTICA";"MESTRADO";13;15;0,866666666666667;0,866666666666667
"767";"27001016033P1";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"ARQUEOLOGIA";"MESTRADO/DOUTORADO";10;27;0,37037037037037;0,37037037037037
"768";"27001016034P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ENGENHARIA CIVIL";"MESTRADO";25;38;0,657894736842105;0,657894736842105
"769";"27001016035P4";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"DIREITO";"MESTRADO";15;70;0,214285714285714;0,214285714285714
"770";"27001016036P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"GEOCIÊNCIAS E ANÁLISE DE BACIAS - PGAB";"MESTRADO";19;28;0,678571428571429;0,678571428571429
"771";"27001016037P7";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"SERVIÇO SOCIAL";"MESTRADO";24;32;0,75;0,75
"772";"27001016038P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ADMINISTRAÇÃO";"MESTRADO";31;37;0,837837837837838;0,837837837837838
"773";"27001016039P0";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"FILOSOFIA";"MESTRADO";20;20;1;1
"774";"27001016040P8";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ODONTOLOGIA";"MESTRADO";1;11;0,0909090909090909;0,0909090909090909
"775";"27001016041P4";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"COMUNICAÇÃO";"MESTRADO";32;42;0,761904761904762;0,761904761904762
"776";"27001016042P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"EDUCAÇÃO FÍSICA";"MESTRADO";32;82;0,390243902439024;0,390243902439024
"777";"27001016043P7";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"HISTÓRIA";"MESTRADO";25;44;0,568181818181818;0,568181818181818
"778";"27001016044P3";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"RECURSOS HÍDRICOS";"MESTRADO";25;29;0,862068965517241;0,862068965517241
"779";"27001016045P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"CIÊNCIA DA PROPRIEDADE INTELECTUAL";"MESTRADO/DOUTORADO";39;67;0,582089552238806;0,582089552238806
"780";"27001016046P6";"TEOLOGIA";"TEOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS DA RELIGIÃO";"MESTRADO";19;23;0,826086956521739;0,826086956521739
"781";"27001016047P2";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS APLICADAS À SAÚDE";"MESTRADO";17;34;0,5;0,5
"782";"27001016048P9";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"ENFERMAGEM";"MESTRADO";17;27;0,62962962962963;0,62962962962963
"783";"27001016049P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"AGRICULTURA E BIODIVERSIDADE";"MESTRADO/DOUTORADO";9;39;0,230769230769231;0,230769230769231
"784";"27001016171P5";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"BIOTECNOLOGIA";"MESTRADO";13;13;1;1
"785";"27001016172P1";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"SE";"FUFSE";"CIÊNCIAS DA NUTRIÇÃO";"MESTRADO";20;33;0,606060606060606;0,606060606060606
"786";"27001016173P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"NORDESTE";"SE";"FUFSE";"INTERDISCIPLINAR EM CINEMA";"MESTRADO";22;28;0,785714285714286;0,785714285714286
"787";"27001016174P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;14;1,07142857142857;1,07142857142857
"788";"27001016175P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;33;0,666666666666667;0,666666666666667
"789";"27001016176P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;9;0,777777777777778;0,777777777777778
"790";"27001016177P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;1
"791";"27002012001P9";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"NORDESTE";"SE";"UNIT-SE";"ENGENHARIA DE PROCESSOS";"MESTRADO/DOUTORADO";17;41;0,414634146341463;0,414634146341463
"792";"27002012002P5";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";"NORDESTE";"SE";"UNIT-SE";"SAÚDE E AMBIENTE";"MESTRADO/DOUTORADO";24;57;0,421052631578947;0,421052631578947
"793";"27002012003P1";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";"NORDESTE";"SE";"UNIT-SE";"EDUCAÇÃO";"MESTRADO/DOUTORADO";18;38;0,473684210526316;0,473684210526316
"794";"27002012004P8";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";"NORDESTE";"SE";"UNIT-SE";"BIOTECNOLOGIA INDUSTRIAL";"MESTRADO/DOUTORADO";19;39;0,487179487179487;0,487179487179487
"795";"27002012005P4";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"NORDESTE";"SE";"UNIT-SE";"DIREITOS HUMANOS";"MESTRADO";17;56;0,303571428571429;0,303571428571429
"796";"27011003001P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";"NORDESTE";"AL";"UNIT/ALAGOAS";"SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS";"MESTRADO";26;40;0,65;0,65
"797";"28001010001P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"EDUCAÇÃO";"MESTRADO/DOUTORADO";27;106;0,254716981132075;0,254716981132075
"798";"28001010002P5";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"FÍSICA";"MESTRADO/DOUTORADO";8;68;0,117647058823529;0,117647058823529
"799";"28001010003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"MATEMÁTICA";"MESTRADO";27;42;0,642857142857143;0,642857142857143
"800";"28001010004P8";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"NORDESTE";"BA";"UFBA";"QUÍMICA";"MESTRADO/DOUTORADO";12;135;0,0888888888888889;0,0888888888888889
"801";"28001010005P4";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"GEOLOGIA";"MESTRADO/DOUTORADO";11;65;0,169230769230769;0,169230769230769
"802";"28001010007P7";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"GEOFÍSICA";"MESTRADO/DOUTORADO";4;25;0,16;0,16
"803";"28001010010P8";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"ECONOMIA";"MESTRADO/DOUTORADO";7;39;0,179487179487179;0,179487179487179
"804";"28001010011P4";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"NORDESTE";"BA";"UFBA";"PATOLOGIA HUMANA";"MESTRADO/DOUTORADO";21;56;0,375;0,375
"805";"28001010012P0";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"NORDESTE";"BA";"UFBA";"MEDICINA E SAÚDE";"MESTRADO/DOUTORADO";17;52;0,326923076923077;0,326923076923077
"806";"28001010013P7";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";"NORDESTE";"BA";"UFBA";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";26;92;0,282608695652174;0,282608695652174
"807";"28001010014P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"ENFERMAGEM";"MESTRADO/DOUTORADO";8;64;0,125;0,125
"808";"28001010015P0";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"DIREITO";"MESTRADO/DOUTORADO";11;108;0,101851851851852;0,101851851851852
"809";"28001010019P5";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";"NORDESTE";"BA";"UFBA";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";30;82;0,365853658536585;0,365853658536585
"810";"28001010020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";"NORDESTE";"BA";"UFBA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";21;60;0,35;0,35
"811";"28001010021P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";"NORDESTE";"BA";"UFBA";"ENGENHARIA QUÍMICA";"MESTRADO";5;7;0,714285714285714;0,714285714285714
"812";"28001010022P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";"NORDESTE";"BA";"UFBA";"HISTÓRIA";"MESTRADO/DOUTORADO";9;93;0,0967741935483871;0,0967741935483871
"813";"28001010023P2";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";"NORDESTE";"BA";"UFBA";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";24;89;0,269662921348315;0,269662921348315
