"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFGDi";"QDP";"DFGDi";"FCDi"
"2953";"41007018003P3";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUL";"SC";"UNOESC";"DIREITO";"MESTRADO";10;55;0,181818181818182;0,181818181818182
"2954";"41007018004P0";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUL";"SC";"UNOESC";"CIÊNCIA E BIOTECNOLOGIA";"MESTRADO";16;24;0,666666666666667;0,666666666666667
"2955";"41007018005P6";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUL";"SC";"UNOESC";"BIOCIÊNCIAS E SAÚDE";"MESTRADO";29;52;0,557692307692308;0,557692307692308
"2956";"41007018007P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;20;0,9;0,9
"2957";"41008014001P7";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"SUL";"SC";"UNISUL";"CIÊNCIAS DA LINGUAGEM";"MESTRADO/DOUTORADO";20;40;0,5;0,5
"2958";"41008014002P3";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"SUL";"SC";"UNISUL";"EDUCAÇÃO";"MESTRADO";18;26;0,692307692307692;0,692307692307692
"2959";"41008014003P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"SUL";"SC";"UNISUL";"ADMINISTRAÇÃO";"MESTRADO";7;14;0,5;0,5
"2960";"41008014004P6";"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";"SUL";"SC";"UNISUL";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";38;86;0,441860465116279;0,441860465116279
"2961";"41008014005P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;23;0,869565217391304;0,869565217391304
"2962";"41009010001P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"MUNICIPAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUL";"SC";"UNC";"DESENVOLVIMENTO REGIONAL";"MESTRADO";17;30;0,566666666666667;0,566666666666667
"2963";"41009010002P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;7;0,714285714285714;0,714285714285714
"2964";"41015010001P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"SC";"UNESC";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";14;23;0,608695652173913;0,608695652173913
"2965";"41015010002P6";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"3";"SUL";"SC";"UNESC";"EDUCAÇÃO";"MESTRADO";17;31;0,548387096774194;0,548387096774194
"2966";"41015010003P2";"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"6";"SUL";"SC";"UNESC";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";16;45;0,355555555555556;0,355555555555556
"2967";"41015010004P9";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";"SUL";"SC";"UNESC";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";8;24;0,333333333333333;0,333333333333333
"2968";"41015010006P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUL";"SC";"UNESC";"DESENVOLVIMENTO SOCIOECONÔMICO";"MESTRADO";34;57;0,596491228070175;0,596491228070175
"2969";"41015010007P8";"SAÚDE COLETIVA";"SCOL";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"SUL";"SC";"UNESC";"SAÚDE COLETIVA";"MESTRADO PROF.";25;65;0,384615384615385;0,384615384615385
"2970";"41015010008P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;55;0,327272727272727;0,327272727272727
"2971";"41016017001P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"CIÊNCIAS AMBIENTAIS";"MESTRADO";8;15;0,533333333333333;0,533333333333333
"2972";"41016017002P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2010;"PROFISSIONAL";"3";"SUL";"SC";"UNOCHAPECÓ";"POLÍTICAS SOCIAIS E DINÂMICAS REGIONAIS";"MESTRADO PROF.";17;33;0,515151515151515;0,515151515151515
"2973";"41016017003P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";11;16;0,6875;0,6875
"2974";"41016017004P5";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"EDUCAÇÃO";"MESTRADO";24;57;0,421052631578947;0,421052631578947
"2975";"41016017005P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";"SUL";"SC";"UNOCHAPECÓ";"TECNOLOGIA E GESTÃO DA INOVAÇÃO";"MESTRADO PROF.";32;47;0,680851063829787;0,680851063829787
"2976";"41016017006P8";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"DIREITO";"MESTRADO";13;36;0,361111111111111;0,361111111111111
"2977";"41016017007P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"SUL";"SC";"UNOCHAPECÓ";"CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO";"MESTRADO";35;46;0,760869565217391;0,760869565217391
"2978";"41017013001P2";"ENGENHARIAS III";"ENGIII";"MUNICIPAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUL";"SC";"UNISOCIESC";"ENGENHARIA MECÂNICA";"MESTRADO PROF.";18;23;0,782608695652174;0,782608695652174
"2979";"41017013002P9";"ENGENHARIAS III";"ENGIII";"MUNICIPAL";"PÚBLICA";2008;"PROFISSIONAL";"3";"SUL";"SC";"UNISOCIESC";"ENGENHARIA DE PRODUÇÃO";"MESTRADO PROF.";28;49;0,571428571428571;0,571428571428571
"2980";"41019016001P5";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"SUL";"SC";"UNIPLAC/SC";"EDUCAÇÃO";"MESTRADO";29;56;0,517857142857143;0,517857142857143
"2981";"41019016002P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUL";"SC";"UNIPLAC/SC";"AMBIENTE E SAÚDE";"MESTRADO";30;58;0,517241379310345;0,517241379310345
"2982";"41020014001P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"SC";"UFFS";"ESTUDOS LINGUÍSTICOS";"MESTRADO";25;45;0,555555555555556;0,555555555555556
"2983";"41020014002P6";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"SC";"UFFS";"EDUCAÇÃO";"MESTRADO";29;60;0,483333333333333;0,483333333333333
"2984";"41020014003P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UFFS";"AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL";"MESTRADO";30;44;0,681818181818182;0,681818181818182
"2985";"41020014004P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"UFFS";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO";30;43;0,697674418604651;0,697674418604651
"2986";"41020014005P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"SC";"UFFS";"INTERDISCIPLINAR EM CIÊNCIAS HUMANAS";"MESTRADO";32;53;0,60377358490566;0,60377358490566
"2987";"41020014006P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUL";"RS";"UFFS";"MESTRADO PROFISSIONAL EM EDUCAÇÃO";"MESTRADO PROF.";26;56;0,464285714285714;0,464285714285714
"2988";"41020014007P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"RS";"UFFS";"DESENVOLVIMENTO E POLÍTICAS PÚBLICAS";"MESTRADO";24;36;0,666666666666667;0,666666666666667
"2989";"41020014008P4";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"SC";"UFFS";"HISTÓRIA";"MESTRADO";29;45;0,644444444444444;0,644444444444444
"2990";"41020014009P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"RS";"UFFS";"AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS";"MESTRADO";31;39;0,794871794871795;0,794871794871795
"2991";"41020014010P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UFFS";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";27;35;0,771428571428571;0,771428571428571
"2992";"41020014011P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;31;0,612903225806452;0,612903225806452
"2993";"41024010002P5";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"SUL";"SC";"FASATC";"ENGENHARIA METALÚRGICA";"MESTRADO PROF.";13;19;0,684210526315789;0,684210526315789
"2994";"41025016001P1";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"SUL";"SC";"FACVEST";"PRÁTICAS TRANSCULLTURAIS";"MESTRADO PROF.";26;32;0,8125;0,8125
"2995";"42001013001P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"EDUCAÇÃO";"MESTRADO/DOUTORADO";54;189;0,285714285714286;0,285714285714286
"2996";"42001013002P1";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1964;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"FÍSICA";"MESTRADO/DOUTORADO";11;62;0,17741935483871;0,17741935483871
"2997";"42001013003P8";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"MATEMÁTICA";"MESTRADO/DOUTORADO";3;19;0,157894736842105;0,157894736842105
"2998";"42001013004P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"COMPUTAÇÃO";"MESTRADO/DOUTORADO";54;248;0,217741935483871;0,217741935483871
"2999";"42001013005P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"GEOCIÊNCIAS";"MESTRADO/DOUTORADO";24;147;0,163265306122449;0,163265306122449
"3000";"42001013006P7";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)";"MESTRADO/DOUTORADO";12;71;0,169014084507042;0,169014084507042
"3001";"42001013007P3";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"BOTÂNICA";"MESTRADO/DOUTORADO";9;50;0,18;0,18
"3002";"42001013008P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"ECOLOGIA";"MESTRADO/DOUTORADO";8;41;0,195121951219512;0,195121951219512
"3003";"42001013009P6";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)";"MESTRADO/DOUTORADO";10;32;0,3125;0,3125
"3004";"42001013010P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1963;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";19;93;0,204301075268817;0,204301075268817
"3005";"42001013011P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)";"MESTRADO/DOUTORADO";28;62;0,451612903225806;0,451612903225806
"3006";"42001013012P7";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"SOCIOLOGIA";"MESTRADO/DOUTORADO";26;90;0,288888888888889;0,288888888888889
"3007";"42001013013P3";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ECONOMIA";"MESTRADO/DOUTORADO";15;106;0,141509433962264;0,141509433962264
"3008";"42001013014P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";15;69;0,217391304347826;0,217391304347826
"3009";"42001013015P6";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL";"MESTRADO/DOUTORADO";21;72;0,291666666666667;0,291666666666667
"3010";"42001013016P2";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS";"MESTRADO/DOUTORADO";91;555;0,163963963963964;0,163963963963964
"3011";"42001013017P9";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES";"MESTRADO/DOUTORADO";13;37;0,351351351351351;0,351351351351351
"3012";"42001013018P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"SUL";"RS";"UFRGS";"CIÊNCIAS EM GASTROENTEROLOGIA E HEPATOLOGIA";"MESTRADO/DOUTORADO";8;33;0,242424242424242;0,242424242424242
"3013";"42001013020P0";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"CIÊNCIAS PNEUMOLÓGICAS";"MESTRADO/DOUTORADO";12;35;0,342857142857143;0,342857142857143
"3014";"42001013023P9";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";13;84;0,154761904761905;0,154761904761905
"3015";"42001013025P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";41;144;0,284722222222222;0,284722222222222
"3016";"42001013026P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"PLANEJAMENTO URBANO E REGIONAL";"MESTRADO/DOUTORADO";14;50;0,28;0,28
"3017";"42001013030P5";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";12;99;0,121212121212121;0,121212121212121
"3018";"42001013031P1";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"LETRAS";"MESTRADO/DOUTORADO";31;193;0,160621761658031;0,160621761658031
"3019";"42001013032P8";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"FILOSOFIA";"MESTRADO/DOUTORADO";9;27;0,333333333333333;0,333333333333333
"3020";"42001013033P4";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";30;90;0,333333333333333;0,333333333333333
"3021";"42001013034P0";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";21;57;0,368421052631579;0,368421052631579
"3022";"42001013035P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"FITOTECNIA";"MESTRADO/DOUTORADO";11;52;0,211538461538462;0,211538461538462
"3023";"42001013036P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"ZOOTECNIA";"MESTRADO/DOUTORADO";11;70;0,157142857142857;0,157142857142857
"3024";"42001013037P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"CIÊNCIA DO SOLO";"MESTRADO/DOUTORADO";17;43;0,395348837209302;0,395348837209302
"3025";"42001013039P2";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"MEDICINA: CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";19;77;0,246753246753247;0,246753246753247
"3026";"42001013040P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"QUÍMICA";"MESTRADO/DOUTORADO";14;102;0,137254901960784;0,137254901960784
"3027";"42001013042P3";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"DIREITO";"MESTRADO/DOUTORADO";39;239;0,163179916317992;0,163179916317992
"3028";"42001013043P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"HISTÓRIA";"MESTRADO/DOUTORADO";35;215;0,162790697674419;0,162790697674419
"3029";"42001013044P6";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"MÚSICA";"MESTRADO/DOUTORADO";9;42;0,214285714285714;0,214285714285714
"3030";"42001013046P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";20;87;0,229885057471264;0,229885057471264
"3031";"42001013047P5";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"PSICOLOGIA";"MESTRADO/DOUTORADO";11;64;0,171875;0,171875
"3032";"42001013048P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"MICROBIOLOGIA AGRÍCOLA E DO AMBIENTE";"MESTRADO/DOUTORADO";15;38;0,394736842105263;0,394736842105263
"3033";"42001013049P8";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ARQUITETURA";"MESTRADO/DOUTORADO";17;75;0,226666666666667;0,226666666666667
"3034";"42001013050P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";"MESTRADO/DOUTORADO";16;62;0,258064516129032;0,258064516129032
"3035";"42001013051P2";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS DO MOVIMENTO HUMANO";"MESTRADO/DOUTORADO";15;111;0,135135135135135;0,135135135135135
"3036";"42001013052P9";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"SENSORIAMENTO REMOTO";"MESTRADO/DOUTORADO";22;43;0,511627906976744;0,511627906976744
"3037";"42001013053P5";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ODONTOLOGIA";"MESTRADO/DOUTORADO";7;61;0,114754098360656;0,114754098360656
"3038";"42001013054P1";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"MEDICINA: CIÊNCIAS CIRÚRGICAS";"MESTRADO/DOUTORADO";12;48;0,25;0,25
"3039";"42001013055P8";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ARTES VISUAIS";"MESTRADO/DOUTORADO";28;59;0,474576271186441;0,474576271186441
"3040";"42001013056P4";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"CIÊNCIAS DOS MATERIAIS";"MESTRADO/DOUTORADO";13;50;0,26;0,26
"3041";"42001013057P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"BIOLOGIA ANIMAL";"MESTRADO/DOUTORADO";4;47;0,0851063829787234;0,0851063829787234
"3042";"42001013058P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";19;113;0,168141592920354;0,168141592920354
"3043";"42001013059P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";34;84;0,404761904761905;0,404761904761905
"3044";"42001013060P1";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"CIÊNCIAS MÉDICAS: ENDOCRINOLOGIA";"MESTRADO/DOUTORADO";12;47;0,25531914893617;0,25531914893617
"3045";"42001013062P4";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"COMUNICAÇÃO E INFORMAÇÃO";"MESTRADO/DOUTORADO";24;82;0,292682926829268;0,292682926829268
"3046";"42001013063P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"MATEMÁTICA APLICADA";"MESTRADO/DOUTORADO";6;40;0,15;0,15
"3047";"42001013064P7";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"PSICOLOGIA SOCIAL E INSTITUCIONAL";"MESTRADO/DOUTORADO";16;75;0,213333333333333;0,213333333333333
"3048";"42001013065P3";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"GEOGRAFIA";"MESTRADO/DOUTORADO";15;89;0,168539325842697;0,168539325842697
"3049";"42001013066P0";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";21;59;0,355932203389831;0,355932203389831
"3050";"42001013067P6";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"ENFERMAGEM";"MESTRADO/DOUTORADO";3;61;0,0491803278688525;0,0491803278688525
"3051";"42001013068P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"BIOLOGIA CELULAR E MOLECULAR";"MESTRADO/DOUTORADO";19;70;0,271428571428571;0,271428571428571
"3052";"42001013070P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUL";"RS";"UFRGS";"AGRONEGÓCIOS";"MESTRADO/DOUTORADO";14;27;0,518518518518518;0,518518518518518
"3053";"42001013071P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";"SUL";"RS";"UFRGS";"DESENVOLVIMENTO RURAL";"MESTRADO/DOUTORADO";38;66;0,575757575757576;0,575757575757576
"3054";"42001013073P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"7";"SUL";"RS";"UFRGS";"PSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO";"MESTRADO/DOUTORADO";13;60;0,216666666666667;0,216666666666667
"3055";"42001013074P2";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUL";"RS";"UFRGS";"EPIDEMIOLOGIA";"MESTRADO/DOUTORADO";14;44;0,318181818181818;0,318181818181818
