"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"2789";"40005011011P0";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"BIOLOGIA EVOLUTIVA";"MESTRADO";11;12;5;17;0,647058823529412;0,705882352941177;0,294117647058824;0,549019607843137
"2790";"40005011012P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"ESTUDOS DA LINGUAGEM";"MESTRADO";9;10;7;22;0,409090909090909;0,454545454545455;0,318181818181818;0,393939393939394
"2791";"40005011013P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"COMPUTAÇÃO APLICADA";"MESTRADO";12;8;9;13;0,923076923076923;0,615384615384615;0,692307692307692;0,743589743589744
"2792";"40005011014P0";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"HISTÓRIA";"MESTRADO";6;6;6;21;0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286
"2793";"40005011015P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"JORNALISMO";"MESTRADO";6;7;7;8;0,75;0,875;0,875;0,833333333333333
"2794";"40005011017P9";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"ENGENHARIA SANITÁRIA E AMBIENTAL - UNICENTRO";"MESTRADO";9;9;10;12;0,75;0,75;0,833333333333333;0,777777777777778
"2795";"40005011018P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"CIÊNCIAS BIOMÉDICAS";"MESTRADO";11;9;6;12;0,916666666666667;0,75;0,5;0,722222222222222
"2796";"40005011042P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"ZOOTECNIA";"MESTRADO";6;5;5;13;0,461538461538462;0,384615384615385;0,384615384615385;0,41025641025641
"2797";"40005011170P1";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UEPG";"CIÊNCIAS DA SAÚDE";"MESTRADO";13;15;9;24;0,541666666666667;0,625;0,375;0,513888888888889
"2798";"40005011171P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;6;10;0,4;0,7;0,6;0,566666666666667
"2799";"40005011172P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;7;10;0,7;0,7;0,7;0,7
"2800";"40006018001P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA E INFORMÁTICA INDUSTRIAL";"MESTRADO/DOUTORADO";24;8;21;41;0,585365853658537;0,195121951219512;0,51219512195122;0,430894308943089
"2801";"40006018002P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"PR";"UTFPR";"TECNOLOGIA E SOCIEDADE";"MESTRADO/DOUTORADO";17;18;25;26;0,653846153846154;0,692307692307692;0,961538461538462;0,769230769230769
"2802";"40006018003P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA E DE MATERIAIS";"MESTRADO/DOUTORADO";10;12;7;26;0,384615384615385;0,461538461538462;0,269230769230769;0,371794871794872
"2803";"40006018004P0";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";11;11;17;17;0,647058823529412;0,647058823529412;1;0,764705882352941
"2804";"40006018005P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"AGRONOMIA";"MESTRADO/DOUTORADO";8;10;5;22;0,363636363636364;0,454545454545455;0,227272727272727;0,348484848484848
"2805";"40006018006P3";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"SUL";"PR";"UTFPR";"ENSINO DE CIÊNCIA E TECNOLOGIA";"MESTRADO PROF.";13;10;10;19;0,684210526315789;0,526315789473684;0,526315789473684;0,578947368421053
"2806";"40006018008P6";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";14;12;10;16;0,875;0,75;0,625;0,75
"2807";"40006018009P2";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA - PATO BRANCO";"MESTRADO";6;6;7;12;0,5;0,5;0,583333333333333;0,527777777777778
"2808";"40006018010P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"DESENVOLVIMENTO REGIONAL";"MESTRADO";13;14;14;18;0,722222222222222;0,777777777777778;0,777777777777778;0,759259259259259
"2809";"40006018011P7";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";15;7;10;26;0,576923076923077;0,269230769230769;0,384615384615385;0,41025641025641
"2810";"40006018012P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA - CORNÉLIO PROCÓPIO";"MESTRADO";1;2;2;8;0,125;0,25;0,25;0,208333333333333
"2811";"40006018013P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO";13;13;10;14;0,928571428571429;0,928571428571429;0,714285714285714;0,857142857142857
"2812";"40006018014P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ZOOTECNIA";"MESTRADO";5;4;5;19;0,263157894736842;0,210526315789474;0,263157894736842;0,245614035087719
"2813";"40006018015P2";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"TECNOLOGIA DE ALIMENTOS";"MESTRADO PROF.";5;8;8;16;0,3125;0,5;0,5;0,4375
"2814";"40006018016P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIA DE ALIMENTOS";"MESTRADO";8;9;8;14;0,571428571428571;0,642857142857143;0,571428571428571;0,595238095238095
"2815";"40006018017P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"PLANEJAMENTO E GOVERNANÇA PÚBLICA";"MESTRADO PROF.";9;11;12;14;0,642857142857143;0,785714285714286;0,857142857142857;0,761904761904762
"2816";"40006018018P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"ENGENHARIA BIOMÉDICA";"MESTRADO PROF.";13;10;14;16;0,8125;0,625;0,875;0,770833333333333
"2817";"40006018019P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"FORMAÇÃO CIENTÍFICA, EDUCACIONAL E TECNOLÓGICA";"MESTRADO PROF.";10;9;10;19;0,526315789473684;0,473684210526316;0,526315789473684;0,508771929824561
"2818";"40006018020P6";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";"MESTRADO";10;11;11;14;0,714285714285714;0,785714285714286;0,785714285714286;0,761904761904762
"2819";"40006018022P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA ELÉTRICA";"MESTRADO";6;5;6;11;0,545454545454545;0,454545454545455;0,545454545454545;0,515151515151515
"2820";"40006018023P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA AMBIENTAL";"MESTRADO";8;9;9;15;0,533333333333333;0,6;0,6;0,577777777777778
"2821";"40006018024P1";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA";"MESTRADO";7;7;8;15;0,466666666666667;0,466666666666667;0,533333333333333;0,488888888888889
"2822";"40006018025P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"INFORMÁTICA";"MESTRADO PROF.";7;5;5;14;0,5;0,357142857142857;0,357142857142857;0,404761904761905
"2823";"40006018026P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIAS AMBIENTAIS";"MESTRADO";5;5;11;13;0,384615384615385;0,384615384615385;0,846153846153846;0,538461538461538
"2824";"40006018027P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"ENSINO DE CIÊNCIAS HUMANAS, SOCIAIS E DA NATUREZA";"MESTRADO PROF.";11;10;16;14;0,785714285714286;0,714285714285714;1,14285714285714;0,880952380952381
"2825";"40006018028P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUL";"PR";"UTFPR";"ENSINO DE CIÊNCIA E TECNOLOGIA";"DOUTORADO";7;5;5;10;0,7;0,5;0,5;0,566666666666667
"2826";"40006018029P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA MECÂNICA";"MESTRADO";6;6;9;12;0,5;0,5;0,75;0,583333333333333
"2827";"40006018030P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA CIVIL (PPGEC)";"MESTRADO";10;8;10;12;0,833333333333333;0,666666666666667;0,833333333333333;0,777777777777778
"2828";"40006018031P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ENGENHARIA DE PRODUÇÃO E SISTEMAS (PPGEPS)";"MESTRADO";3;6;9;11;0,272727272727273;0,545454545454545;0,818181818181818;0,545454545454545
"2829";"40006018032P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"QUÍMICA";"MESTRADO";4;5;5;24;0,166666666666667;0,208333333333333;0,208333333333333;0,194444444444444
"2830";"40006018033P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"PROCESSOS QUÍMICOS E BIOTECNOLÓGICOS";"MESTRADO";6;6;5;13;0,461538461538462;0,461538461538462;0,384615384615385;0,435897435897436
"2831";"40006018034P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO";"MESTRADO";6;9;12;13;0,461538461538462;0,692307692307692;0,923076923076923;0,692307692307692
"2832";"40006018035P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ESTUDOS DE LINGUAGENS";"MESTRADO";4;7;5;13;0,307692307692308;0,538461538461538;0,384615384615385;0,41025641025641
"2833";"40006018036P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"LETRAS";"MESTRADO";8;7;4;17;0,470588235294118;0,411764705882353;0,235294117647059;0,372549019607843
"2834";"40006018037P6";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"BIOINFORMÁTICA";"MESTRADO";9;9;7;13;0,692307692307692;0,692307692307692;0,538461538461538;0,641025641025641
"2835";"40006018038P2";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"SISTEMAS DE ENERGIA";"MESTRADO PROF.";3;2;7;17;0,176470588235294;0,117647058823529;0,411764705882353;0,235294117647059
"2836";"40006018041P3";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"ENSINO DE MATEMÁTICA";"MESTRADO PROF.";3;3;6;16;0,1875;0,1875;0,375;0,25
"2837";"40006018043P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"AGROECOSSISTEMAS";"MESTRADO";10;9;5;19;0,526315789473684;0,473684210526316;0,263157894736842;0,421052631578947
"2838";"40006018044P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"ADMINISTRAÇÃO";"MESTRADO";7;6;9;12;0,583333333333333;0,5;0,75;0,611111111111111
"2839";"40006018170P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUL";"PR";"UTFPR";"INOVAÇÕES TECNOLÓGICAS";"MESTRADO PROF.";8;9;10;15;0,533333333333333;0,6;0,666666666666667;0,6
"2840";"40006018171P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";8;4;9;12;0,666666666666667;0,333333333333333;0,75;0,583333333333333
"2841";"40006018172P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"FÍSICA E ASTRONOMIA";"MESTRADO";7;8;5;19;0,368421052631579;0,421052631578947;0,263157894736842;0,350877192982456
"2842";"40006018173P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;4;12;0,5;0,5;0,333333333333333;0,444444444444444
"2843";"40006018174P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;10;14;0,857142857142857;0,714285714285714;0,714285714285714;0,761904761904762
"2844";"40006018175P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"PR";"UTFPR";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";5;5;5;18;0,277777777777778;0,277777777777778;0,277777777777778;0,277777777777778
"2845";"40006018176P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;10;13;0,923076923076923;0,769230769230769;0,769230769230769;0,820512820512821
"2846";"40006018177P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;10;0,4;0,5;0,4;0,433333333333333
"2847";"40009017001P0";"MEDICINA III";"MEDIII";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"3";"SUL";"PR";"FEPAR";"PRINCÍPIOS DA CIRURGIA";"MESTRADO/DOUTORADO";7;9;3;11;0,636363636363636;0,818181818181818;0,272727272727273;0,575757575757576
"2848";"40014010002P7";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"QUÍMICA APLICADA";"MESTRADO";5;6;3;16;0,3125;0,375;0,1875;0,291666666666667
"2849";"40014010003P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UNICENTRO";"AGRONOMIA";"MESTRADO/DOUTORADO";10;10;5;18;0,555555555555556;0,555555555555556;0,277777777777778;0,462962962962963
"2850";"40014010004P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UNICENTRO";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";6;7;3;12;0,5;0,583333333333333;0,25;0,444444444444444
"2851";"40014010005P6";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUL";"PR";"UNICENTRO";"GEOGRAFIA";"MESTRADO/DOUTORADO";5;2;3;15;0,333333333333333;0,133333333333333;0,2;0,222222222222222
"2852";"40014010006P2";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";12;12;12;16;0,75;0,75;0,75;0,75
"2853";"40014010007P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"LETRAS";"MESTRADO";8;7;3;15;0,533333333333333;0,466666666666667;0,2;0,4
"2854";"40014010008P5";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"HÍSTÓRIA";"MESTRADO";5;5;4;13;0,384615384615385;0,384615384615385;0,307692307692308;0,358974358974359
"2855";"40014010009P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"EDUCAÇÃO";"MESTRADO";11;11;14;23;0,478260869565217;0,478260869565217;0,608695652173913;0,521739130434783
"2856";"40014010010P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"DESENVOLVIMENTO COMUNITÁRIO";"MESTRADO";15;16;13;20;0,75;0,8;0,65;0,733333333333333
"2857";"40014010011P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUL";"PR";"UNICENTRO";"ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";"MESTRADO PROF.";8;9;6;12;0,666666666666667;0,75;0,5;0,638888888888889
"2858";"40014010012P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUL";"PR";"UNICENTRO";"ADMINISTRAÇÃO";"MESTRADO PROF.";5;7;10;12;0,416666666666667;0,583333333333333;0,833333333333333;0,611111111111111
"2859";"40014010042P9";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"PR";"UNICENTRO";"CIÊNCIAS VETERINÁRIAS";"MESTRADO";10;10;3;11;0,909090909090909;0,909090909090909;0,272727272727273;0,696969696969697
"2860";"40015017001P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUL";"PR";"UNIOESTE";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";10;10;11;17;0,588235294117647;0,588235294117647;0,647058823529412;0,607843137254902
"2861";"40015017002P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUL";"PR";"UNIOESTE";"AGRONOMIA";"MESTRADO/DOUTORADO";9;12;6;19;0,473684210526316;0,631578947368421;0,315789473684211;0,473684210526316
"2862";"40015017003P0";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"LETRAS";"MESTRADO/DOUTORADO";9;10;6;24;0,375;0,416666666666667;0,25;0,347222222222222
"2863";"40015017004P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"5";"SUL";"PR";"UNIOESTE";"DESENVOLVIMENTO REGIONAL E AGRONEGÓCIO";"MESTRADO/DOUTORADO";9;7;4;11;0,818181818181818;0,636363636363636;0,363636363636364;0,606060606060606
"2864";"40015017005P2";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"FILOSOFIA";"MESTRADO/DOUTORADO";3;3;9;16;0,1875;0,1875;0,5625;0,3125
"2865";"40015017006P9";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";4;2;5;11;0,363636363636364;0,181818181818182;0,454545454545455;0,333333333333333
"2866";"40015017007P5";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"HISTÓRIA";"MESTRADO/DOUTORADO";3;3;5;19;0,157894736842105;0,157894736842105;0,263157894736842;0,192982456140351
"2867";"40015017008P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"EDUCAÇÃO";"MESTRADO";7;5;7;21;0,333333333333333;0,238095238095238;0,333333333333333;0,301587301587302
"2868";"40015017009P8";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"ZOOTECNIA";"MESTRADO/DOUTORADO";3;7;5;14;0,214285714285714;0,5;0,357142857142857;0,357142857142857
"2869";"40015017010P6";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"GEOGRAFIA";"MESTRADO/DOUTORADO";3;2;3;12;0,25;0,166666666666667;0,25;0,222222222222222
"2870";"40015017011P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"RECURSOS PESQUEIROS E ENGENHARIA DE PESCA";"MESTRADO/DOUTORADO";9;8;7;17;0,529411764705882;0,470588235294118;0,411764705882353;0,470588235294118
"2871";"40015017013P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ENGENHARIA DE ENERGIA NA AGRICULTURA";"MESTRADO";6;6;8;12;0,5;0,5;0,666666666666667;0,555555555555555
"2872";"40015017014P1";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUL";"PR";"UNIOESTE";"SOCIEDADE, CULTURA E FRONTEIRAS";"MESTRADO/DOUTORADO";10;9;11;14;0,714285714285714;0,642857142857143;0,785714285714286;0,714285714285714
"2873";"40015017015P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CONSERVAÇÃO E MANEJO DE RECURSOS NATURAIS";"MESTRADO";9;10;3;14;0,642857142857143;0,714285714285714;0,214285714285714;0,523809523809524
"2874";"40015017016P4";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"ENGENHARIA ELÉTRICA E COMPUTAÇÃO";"MESTRADO";6;5;7;9;0,666666666666667;0,555555555555556;0,777777777777778;0,666666666666667
"2875";"40015017017P0";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS SOCIAIS";"MESTRADO";4;5;4;10;0,4;0,5;0,4;0,433333333333333
"2876";"40015017018P7";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"GEOGRAFIA";"MESTRADO";5;4;2;12;0,416666666666667;0,333333333333333;0,166666666666667;0,305555555555556
"2877";"40015017019P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"BIOCIÊNCIAS E SAÚDE";"MESTRADO";10;7;5;15;0,666666666666667;0,466666666666667;0,333333333333333;0,488888888888889
"2878";"40015017020P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"EDUCAÇÃO";"MESTRADO";4;4;7;10;0,4;0,4;0,7;0,5
"2879";"40015017021P8";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";8;9;8;14;0,571428571428571;0,642857142857143;0,571428571428571;0,595238095238095
"2880";"40015017022P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"DESENVOLVIMENTO RURAL SUSTENTÁVEL";"MESTRADO";18;20;17;24;0,75;0,833333333333333;0,708333333333333;0,763888888888889
"2881";"40015017023P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"PR";"UNIOESTE";"CIÊNCIAS AMBIENTAIS";"MESTRADO";11;12;10;15;0,733333333333333;0,8;0,666666666666667;0,733333333333333
