"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"504";"23001011171P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"SAÚDE COLETIVA";"MESTRADO";10;13;9;17;0,588235294117647;0,764705882352941;0,529411764705882;0,627450980392157
"505";"23001011172P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;15;17;24;0,666666666666667;0,625;0,708333333333333;0,666666666666667
"506";"23001011173P7";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO";9;10;3;15;0,6;0,666666666666667;0,2;0,488888888888889
"507";"23001011174P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;9;8;16;0,75;0,5625;0,5;0,604166666666667
"508";"23001011175P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;7;9;12;0,833333333333333;0,583333333333333;0,75;0,722222222222222
"509";"23001011176P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;6;11;0,545454545454545;0,636363636363636;0,545454545454545;0,575757575757576
"510";"23001011177P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;17;0,235294117647059;0,117647058823529;0,235294117647059;0,196078431372549
"511";"23002018002P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA";"MESTRADO";13;7;4;16;0,8125;0,4375;0,25;0,5
"512";"23002018003P0";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"FÍSICA";"MESTRADO";3;3;3;11;0,272727272727273;0,272727272727273;0,272727272727273;0,272727272727273
"513";"23002018004P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"LETRAS";"MESTRADO/DOUTORADO";6;6;5;20;0,3;0,3;0,25;0,283333333333333
"514";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"CIÊNCIAS NATURAIS";"MESTRADO";11;9;8;16;0,6875;0,5625;0,5;0,583333333333333
"515";"23002018006P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"EDUCAÇÃO";"MESTRADO";4;3;3;17;0,235294117647059;0,176470588235294;0,176470588235294;0,196078431372549
"516";"23002018007P6";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"SAÚDE E SOCIEDADE";"MESTRADO";11;10;9;16;0,6875;0,625;0,5625;0,625
"517";"23002018008P2";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"CIÊNCIAS SOCIAIS E HUMANAS";"MESTRADO";7;8;10;16;0,4375;0,5;0,625;0,520833333333333
"518";"23002018009P9";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"ENSINO";"MESTRADO";13;11;12;20;0,65;0,55;0,6;0,6
"519";"23002018010P7";"SERVIÇO SOCIAL";"SSOC";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"SERVIÇO SOCIAL E DIREITOS SOCIAIS";"MESTRADO";6;4;3;12;0,5;0,333333333333333;0,25;0,361111111111111
"520";"23002018070P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"PLANEJAMENTO E DINÂMICAS TERRITORIAIS NO SEMIÁRIDO";"MESTRADO";11;10;9;16;0,6875;0,625;0,5625;0,625
"521";"23002018071P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"ENSINO";"MESTRADO";11;12;12;19;0,578947368421053;0,631578947368421;0,631578947368421;0,614035087719298
"522";"23002018072P2";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"ECONOMIA";"MESTRADO";3;2;2;7;0,428571428571429;0,285714285714286;0,285714285714286;0,333333333333333
"523";"23002018073P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"CIÊNCIAS DA LINGUAGEM";"MESTRADO";8;7;3;16;0,5;0,4375;0,1875;0,375
"524";"23002018074P5";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"GEOGRAFIA";"MESTRADO";6;8;5;11;0,545454545454545;0,727272727272727;0,454545454545455;0,575757575757576
"525";"23003014011P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"NORDESTE";"RN";"UFERSA";"FITOTECNIA";"MESTRADO/DOUTORADO";9;7;7;17;0,529411764705882;0,411764705882353;0,411764705882353;0,450980392156863
"526";"23003014013P2";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORDESTE";"RN";"UFERSA";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";14;10;9;17;0,823529411764706;0,588235294117647;0,529411764705882;0,647058823529412
"527";"23003014016P1";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UFERSA";"AMBIENTE, TECNOLOGIA E SOCIEDADE";"MESTRADO";11;12;5;13;0,846153846153846;0,923076923076923;0,384615384615385;0,717948717948718
"528";"23003014017P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UFERSA";"SISTEMAS DE COMUNICAÇÃO E AUTOMAÇÃO";"MESTRADO";5;4;8;16;0,3125;0,25;0,5;0,354166666666667
"529";"23003014018P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"NORDESTE";"RN";"UFERSA";"MANEJO DE SOLO E ÁGUA";"MESTRADO/DOUTORADO";7;6;5;14;0,5;0,428571428571429;0,357142857142857;0,428571428571429
"530";"23003014019P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"RN";"UFERSA";"ECOLOGIA E CONSERVAÇÃO";"MESTRADO";10;10;6;13;0,769230769230769;0,769230769230769;0,461538461538462;0,666666666666667
"531";"23003014051P1";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"RN";"UFERSA";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";6;6;5;12;0,5;0,5;0,416666666666667;0,472222222222222
"532";"23003014072P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"NORDESTE";"RN";"UFERSA";"COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES";"MESTRADO";15;12;13;16;0,9375;0,75;0,8125;0,833333333333333
"533";"23004010002P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";"NORDESTE";"RN";"UNP";"ADMINISTRAÇÃO";"MESTRADO PROF.";7;8;14;12;0,583333333333333;0,666666666666667;1,16666666666667;0,805555555555556
"534";"23004010003P3";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"NORDESTE";"RN";"UNP";"ENGENHARIA DE PETRÓLEO E GÁS";"MESTRADO PROF.";8;8;10;12;0,666666666666667;0,666666666666667;0,833333333333333;0,722222222222222
"535";"23004010004P0";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"NORDESTE";"RN";"UNP";"BIOTECNOLOGIA";"MESTRADO PROF.";12;11;7;14;0,857142857142857;0,785714285714286;0,5;0,714285714285714
"536";"23004010005P6";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"NORDESTE";"RN";"UNP";"PSICOLOGIA ORGANIZACIONAL E DO TRABALHO";"MESTRADO PROF.";5;3;9;11;0,454545454545455;0,272727272727273;0,818181818181818;0,515151515151515
"537";"23004010007P9";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UNP";"BIOTECNOLOGIA";"MESTRADO";13;12;7;15;0,866666666666667;0,8;0,466666666666667;0,711111111111111
"538";"23004010008P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";"NORDESTE";"RN";"UNP";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";7;8;13;14;0,5;0,571428571428571;0,928571428571429;0,666666666666667
"539";"23009004001P7";"MEDICINA III";"MEDIII";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"NORDESTE";"CE";"UNICHRISTUS";"TECNOLOGIA MINIMAMENTE INVASIVA E SIMULAÇÃO NA ÁREA DE SAÚDE";"MESTRADO PROF.";9;7;5;13;0,692307692307692;0,538461538461538;0,384615384615385;0,538461538461538
"540";"23009004002P3";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"NORDESTE";"CE";"UNICHRISTUS";"ENSINO EM SAÚDE";"MESTRADO PROF.";9;7;4;11;0,818181818181818;0,636363636363636;0,363636363636364;0,606060606060606
"541";"23009004003P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;4;13;0,230769230769231;0,384615384615385;0,307692307692308;0,307692307692308
"542";"23009004004P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;2;13;0,307692307692308;0,230769230769231;0,153846153846154;0,230769230769231
"543";"24001015056P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PB";"UFPB/J.P.";"ARTES VISUAIS (UFPB J.P. - UFPE)";"MESTRADO";12;13;12;17;0,705882352941177;0,764705882352941;0,705882352941177;0,725490196078431
"544";"24001015058P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"PB";"UFPB/J.P.";"MATEMÁTICA - UFPB-J.P. - UFCG";"DOUTORADO";1;1;3;18;0,0555555555555556;0,0555555555555556;0,166666666666667;0,0925925925925926
"545";"24001015081P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;9;3;14;0,857142857142857;0,642857142857143;0,214285714285714;0,571428571428571
"546";"24003018001P7";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORDESTE";"PB";"UNIPÊ";"DIREITO";"MESTRADO";7;6;4;17;0,411764705882353;0,352941176470588;0,235294117647059;0,333333333333333
"547";"24004014004P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"LITERATURA E INTERCULTURALIDADE";"MESTRADO/DOUTORADO";8;9;11;18;0,444444444444444;0,5;0,611111111111111;0,518518518518518
"548";"24004014005P9";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PB";"UEPB";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";10;11;10;17;0,588235294117647;0,647058823529412;0,588235294117647;0,607843137254902
"549";"24004014006P5";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";"NORDESTE";"PB";"UEPB";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";8;11;11;18;0,444444444444444;0,611111111111111;0,611111111111111;0,555555555555556
"550";"24004014007P1";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"PB";"UEPB";"RELAÇOES INTERNACIONAIS";"MESTRADO";6;7;9;10;0,6;0,7;0,9;0,733333333333333
"551";"24004014008P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"DESENVOLVIMENTO REGIONAL";"MESTRADO";6;5;8;9;0,666666666666667;0,555555555555556;0,888888888888889;0,703703703703704
"552";"24004014009P4";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"SAÚDE PÚBLICA";"MESTRADO";11;10;12;16;0,6875;0,625;0,75;0,6875
"553";"24004014010P2";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORDESTE";"PB";"UEPB";"ODONTOLOGIA";"MESTRADO/DOUTORADO";6;5;3;14;0,428571428571429;0,357142857142857;0,214285714285714;0,333333333333333
"554";"24004014011P9";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"ECOLOGIA E CONSERVAÇÃO";"MESTRADO";9;10;4;14;0,642857142857143;0,714285714285714;0,285714285714286;0,547619047619048
"555";"24004014012P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"CIÊNCIAS AGRÁRIAS";"MESTRADO";10;6;5;13;0,769230769230769;0,461538461538462;0,384615384615385;0,538461538461538
"556";"24004014013P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"PB";"UEPB";"FORMAÇÃO DE PROFESSORES";"MESTRADO PROF.";5;7;6;15;0,333333333333333;0,466666666666667;0,4;0,4
"557";"24004014014P8";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";7;7;7;10;0,7;0,7;0,7;0,7
"558";"24004014015P4";"SERVIÇO SOCIAL";"SSOC";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"SERVIÇO SOCIAL";"MESTRADO";6;5;4;10;0,6;0,5;0,4;0,5
"559";"24004014016P0";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"PB";"UEPB";"CIÊNCIA E TECNOLOGIA EM SAÚDE";"MESTRADO PROF.";10;8;8;17;0,588235294117647;0,470588235294118;0,470588235294118;0,509803921568627
"560";"24004014017P7";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA";"MESTRADO";8;12;10;16;0,5;0,75;0,625;0,625
"561";"24004014018P3";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"PSICOLOGIA DA SAÚDE";"MESTRADO";8;7;2;10;0,8;0,7;0,2;0,566666666666667
"562";"24004014070P5";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"QUÍMICA";"MESTRADO";4;6;6;12;0,333333333333333;0,5;0,5;0,444444444444444
"563";"24009016001P5";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";"NORDESTE";"PB";"UFCG";"METEOROLOGIA";"MESTRADO/DOUTORADO";6;4;2;14;0,428571428571429;0,285714285714286;0,142857142857143;0,285714285714286
"564";"24009016002P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"ENGENHARIA CIVIL E AMBIENTAL";"MESTRADO/DOUTORADO";8;8;7;16;0,5;0,5;0,4375;0,479166666666667
"565";"24009016003P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"NORDESTE";"PB";"UFCG";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";3;3;4;15;0,2;0,2;0,266666666666667;0,222222222222222
"566";"24009016004P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";6;4;5;16;0,375;0,25;0,3125;0,3125
"567";"24009016005P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";8;5;5;33;0,242424242424242;0,151515151515152;0,151515151515152;0,181818181818182
"568";"24009016007P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"NORDESTE";"PB";"UFCG";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";11;11;10;20;0,55;0,55;0,5;0,533333333333333
"569";"24009016009P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";17;18;18;29;0,586206896551724;0,620689655172414;0,620689655172414;0,60919540229885
"570";"24009016010P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"ENGENHARIA DE PROCESSOS";"DOUTORADO";7;4;6;14;0,5;0,285714285714286;0,428571428571429;0,404761904761905
"571";"24009016011P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"5";"NORDESTE";"PB";"UFCG";"MEDICINA VETERINÁRIA";"MESTRADO/DOUTORADO";10;9;6;17;0,588235294117647;0,529411764705882;0,352941176470588;0,490196078431373
"572";"24009016012P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"MATEMÁTICA";"MESTRADO";2;2;4;15;0,133333333333333;0,133333333333333;0,266666666666667;0,177777777777778
"573";"24009016013P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"PB";"UFCG";"ZOOTECNIA";"MESTRADO";5;4;4;13;0,384615384615385;0,307692307692308;0,307692307692308;0,333333333333333
"574";"24009016014P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"5";"NORDESTE";"PB";"UFCG";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";9;5;7;16;0,5625;0,3125;0,4375;0,4375
"575";"24009016015P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"LINGUAGEM E ENSINO";"MESTRADO";8;5;2;16;0,5;0,3125;0,125;0,3125
"576";"24009016017P9";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"FÍSICA";"MESTRADO";3;5;3;17;0,176470588235294;0,294117647058824;0,176470588235294;0,215686274509804
"577";"24009016018P5";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"HISTÓRIA";"MESTRADO";7;13;8;22;0,318181818181818;0,590909090909091;0,363636363636364;0,424242424242424
"578";"24009016019P1";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";6;5;7;14;0,428571428571429;0,357142857142857;0,5;0,428571428571429
"579";"24009016021P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"CIÊNCIAS FLORESTAIS";"MESTRADO";6;8;5;11;0,545454545454545;0,727272727272727;0,454545454545455;0,575757575757576
"580";"24009016025P1";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"ENGENHARIA MECÂNICA";"MESTRADO";6;3;6;9;0,666666666666667;0,333333333333333;0,666666666666667;0,555555555555555
"581";"24009016026P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"PB";"UFCG";"SISTEMAS AGROINDUSTRIAIS";"MESTRADO PROF.";16;19;20;33;0,484848484848485;0,575757575757576;0,606060606060606;0,555555555555555
"582";"24009016028P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"HORTICULTURA TROPICAL";"MESTRADO";6;7;4;13;0,461538461538462;0,538461538461538;0,307692307692308;0,435897435897436
"583";"24009016029P7";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"EXPLORAÇÃO PETROLÍFERA E MINERAL";"MESTRADO";8;8;4;9;0,888888888888889;0,888888888888889;0,444444444444444;0,740740740740741
"584";"24009016030P5";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"CIÊNCIAS NATURAIS E BIOTECNOLOGIA";"MESTRADO";9;12;14;13;0,692307692307692;0,923076923076923;1,07692307692308;0,897435897435897
"585";"24009016031P1";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"DESIGN";"MESTRADO";10;8;7;12;0,833333333333333;0,666666666666667;0,583333333333333;0,694444444444445
"586";"24009016070P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;16;16;22;0,590909090909091;0,727272727272727;0,727272727272727;0,681818181818182
"587";"24009016071P3";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"PB";"UFCG";"EDUCAÇÃO";"MESTRADO";4;7;6;14;0,285714285714286;0,5;0,428571428571429;0,404761904761905
"588";"24009016171P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;7;10;0,3;0,4;0,7;0,466666666666667
"589";"24009016172P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;5;15;0,333333333333333;0,4;0,333333333333333;0,355555555555556
"590";"25001019001P7";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO";"MESTRADO/DOUTORADO";13;13;11;47;0,276595744680851;0,276595744680851;0,234042553191489;0,26241134751773
"591";"25001019002P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"NORDESTE";"PE";"UFPE";"FÍSICA";"MESTRADO/DOUTORADO";5;4;6;32;0,15625;0,125;0,1875;0,15625
"592";"25001019003P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"MATEMÁTICA";"MESTRADO/DOUTORADO";5;3;4;19;0,263157894736842;0,157894736842105;0,210526315789474;0,210526315789474
"593";"25001019004P6";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";"NORDESTE";"PE";"UFPE";"CIÊNCIAS DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";21;10;17;76;0,276315789473684;0,131578947368421;0,223684210526316;0,210526315789474
"594";"25001019007P5";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"GEOCIÊNCIAS";"MESTRADO/DOUTORADO";14;9;9;27;0,518518518518518;0,333333333333333;0,333333333333333;0,395061728395062
"595";"25001019009P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"4";"NORDESTE";"PE";"UFPE";"BIOQUÍMICA E FISIOLOGIA";"MESTRADO/DOUTORADO";15;6;10;21;0,714285714285714;0,285714285714286;0,476190476190476;0,492063492063492
"596";"25001019010P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"BIOLOGIA DE FUNGOS";"MESTRADO/DOUTORADO";8;10;4;16;0,5;0,625;0,25;0,458333333333333
"597";"25001019012P9";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"SOCIOLOGIA";"MESTRADO/DOUTORADO";10;6;11;21;0,476190476190476;0,285714285714286;0,523809523809524;0,428571428571429
"598";"25001019013P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"NORDESTE";"PE";"UFPE";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";12;11;9;16;0,75;0,6875;0,5625;0,666666666666667
