"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QIP";"QPP";"DIPP";"DFPP";"QMP";"DFCP";"CC"
"2402";"33006016010P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";"SUDESTE";"SP";"PUCCAMP";"URBANISMO";"MESTRADO/DOUTORADO";6;35;0,171428571428571;1,31578947368421;1,26315789473684;1,14035087719298;0,655889724310777
"2403";"33006016011P7";"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";"SUDESTE";"SP";"PUCCAMP";"GESTÃO DE REDES DE TELECOMUNICAÇÕES";"MESTRADO PROF.";5;34;0,147058823529412;1;1;1;0,573529411764706
"2404";"33006016013P0";"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"PUCCAMP";"CIÊNCIAS DA RELIGIÃO";"MESTRADO";1;21;0,0476190476190476;2,26666666666667;1,46666666666667;1,6;0,823809523809524
"2405";"33006016014P6";"ENGENHARIAS I";"ENGI";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"PUCCAMP";"SISTEMAS DE INFRAESTRUTURA URBANA";"MESTRADO";5;44;0,113636363636364;1,5625;1,75;0,935416666666667;0,524526515151515
"2406";"33006016015P2";"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"PUCCAMP";"CIÊNCIAS DA SAÚDE";"MESTRADO";1;28;0,0357142857142857;1,22222222222222;1,27777777777778;0,981481481481482;0,508597883597884
"2407";"33006016016P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"SUDESTE";"SP";"PUCCAMP";"LINGUAGENS, MÍDIA E ARTE";"MESTRADO";1;12;0,0833333333333333;1,18181818181818;1;1,18181818181818;0,632575757575758
"2408";"33006016017P5";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"SUDESTE";"SP";"PUCCAMP";"SUSTENTABILIDADE";"MESTRADO";1;14;0,0714285714285714;1,85714285714286;1,42857142857143;1,28571428571429;0,678571428571429
"2409";"33007012001P8";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIMEP";"EDUCAÇÃO";"MESTRADO/DOUTORADO";5;25;0,2;2,27272727272727;2,27272727272727;1,08712121212121;0,643560606060606
"2410";"33007012004P7";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIMEP";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";10;49;0,204081632653061;2,72222222222222;2,55555555555556;1,10092592592593;0,652503779289494
"2411";"33007012005P3";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIMEP";"DIREITO";"MESTRADO";1;1;1;1,28571428571429;1,71428571428571;0,928571428571429;0,964285714285714
"2412";"33007012006P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;26;0,153846153846154;NA;NA;NA;NA
"2413";"33007012007P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29;0,137931034482759;NA;NA;NA;NA
"2414";"33007012008P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2002;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNIMEP";"ADMINISTRAÇÃO";"MESTRADO PROF.";2;9;0,222222222222222;1,68;1,8;0,986666666666667;0,604444444444444
"2415";"33007012010P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIMEP";"ADMINISTRAÇÃO";"DOUTORADO";1;4;0,25;1,66666666666667;1,8;1,03111111111111;0,640555555555556
"2416";"33007012011P3";"EDUCAÇÃO FÍSICA";"EFIS";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIMEP";"CIÊNCIAS DO MOVIMENTO HUMANO";"MESTRADO/DOUTORADO";5;56;0,0892857142857143;1,94;2,6;0,894222222222222;0,491753968253968
"2417";"33008019005P0";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";"SUDESTE";"SP";"UMC";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";2;13;0,153846153846154;1;1;1;0,576923076923077
"2418";"33008019006P6";"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"3";"SUDESTE";"SP";"UMC";"ENGENHARIA BIOMÉDICA";"MESTRADO/DOUTORADO";3;10;0,3;3,33333333333333;3;1,11111111111111;0,705555555555556
"2419";"33008019007P2";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"SUDESTE";"SP";"UMC";"CIÊNCIA E TECNOLOGIA EM SAÚDE";"MESTRADO PROF.";1;4;0,25;1;1,5;0,75;0,5
"2420";"33008019008P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UMC";"POLÍTICAS PÚBLICAS";"MESTRADO";2;5;0,4;4,5;3,25;1,425;0,9125
"2421";"33009015001P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR)";"MESTRADO/DOUTORADO";3;55;0,0545454545454545;1,81818181818182;2,27272727272727;0,917748917748918;0,486147186147186
"2422";"33009015002P7";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"FARMACOLOGIA";"MESTRADO/DOUTORADO";3;61;0,0491803278688525;1,61538461538462;1,76923076923077;0,942307692307692;0,495744010088272
"2423";"33009015003P3";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"MICROBIOLOGIA E IMUNOLOGIA";"MESTRADO/DOUTORADO";4;40;0,1;2,33333333333333;2,66666666666667;0,902777777777778;0,501388888888889
"2424";"33009015006P2";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"PATOLOGIA";"MESTRADO/DOUTORADO";3;57;0,0526315789473684;1,36170212765957;1,40425531914894;1,01063829787234;0,531634938409854
"2425";"33009015009P1";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"CIÊNCIA CIRÚRGICA INTERDISCIPLINAR";"MESTRADO/DOUTORADO";9;28;0,321428571428571;1,35849056603774;1,50943396226415;0,927672955974843;0,624550763701707
"2426";"33009015011P6";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"MEDICINA (ENDOCRINOLOGIA CLÍNICA)";"MESTRADO/DOUTORADO";2;78;0,0256410256410256;1,41666666666667;1,75;0,847222222222222;0,436431623931624
"2427";"33009015012P2";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"GASTROENTEROLOGIA";"MESTRADO/DOUTORADO";2;37;0,0540540540540541;1,22222222222222;1,77777777777778;0,722222222222222;0,388138138138138
"2428";"33009015013P9";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"MEDICINA (OBSTETRÍCIA)";"MESTRADO/DOUTORADO";2;16;0,125;1,33333333333333;1,33333333333333;1,08333333333333;0,604166666666667
"2429";"33009015015P1";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"MEDICINA (HEMATOLOGIA)";"MESTRADO/DOUTORADO";3;17;0,176470588235294;4;4;1;0,588235294117647
"2430";"33009015016P8";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"MEDICINA (NEFROLOGIA)";"MESTRADO/DOUTORADO";3;64;0,046875;1,8;1,4;1,2;0,6234375
"2431";"33009015017P4";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"NEUROLOGIA - NEUROCIÊNCIAS";"MESTRADO/DOUTORADO";2;35;0,0571428571428571;2,05882352941176;1,94117647058824;1,02941176470588;0,54327731092437
"2432";"33009015018P0";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"MEDICINA (OTORRINOLARINGOLOGIA)";"MESTRADO/DOUTORADO";4;19;0,210526315789474;1,5;3,5;0,45;0,330263157894737
"2433";"33009015019P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"PEDIATRIA E CIÊNCIAS APLICADAS À PEDIATRIA";"MESTRADO/DOUTORADO";2;1;2;NA;NA;NA;NA
"2434";"33009015020P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"MEDICINA (PNEUMOLOGIA)";"MESTRADO/DOUTORADO";2;47;0,0425531914893617;1,43478260869565;1,69565217391304;0,891304347826087;0,466928769657724
"2435";"33009015021P1";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"MEDICINA (UROLOGIA)";"MESTRADO/DOUTORADO";4;19;0,210526315789474;2;2,28571428571429;0,929761904761905;0,570144110275689
"2436";"33009015024P0";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"OFTALMOLOGIA E CIÊNCIAS VISUAIS";"MESTRADO/DOUTORADO";2;86;0,0232558139534884;1,33333333333333;1,55555555555556;0,888888888888889;0,456072351421189
"2437";"33009015026P3";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"DISTÚRBIOS DA COMUNICAÇÃO HUMANA (FONOAUDIOLOGIA)";"MESTRADO/DOUTORADO";2;26;0,0769230769230769;NA;NA;NA;NA
"2438";"33009015029P2";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"MEDICINA (RADIOLOGIA CLÍNICA)";"MESTRADO/DOUTORADO";2;11;0,181818181818182;2;2,75;0,75;0,465909090909091
"2439";"33009015030P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"INFECTOLOGIA";"MESTRADO/DOUTORADO";2;68;0,0294117647058824;NA;NA;NA;NA
"2440";"33009015031P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"CIÊNCIAS DA SAÚDE APLICADAS À REUMATOLOGIA";"MESTRADO/DOUTORADO";3;46;0,0652173913043478;1,44117647058824;1,55882352941176;0,946078431372549;0,505647911338448
"2441";"33009015032P3";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"PSIQUIATRIA E PSICOLOGIA MÉDICA";"MESTRADO/DOUTORADO";7;110;0,0636363636363636;1,52777777777778;1,80555555555556;0,915740740740741;0,489688552188552
"2442";"33009015033P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"7";"SUDESTE";"SP";"UNIFESP";"PSICOBIOLOGIA";"MESTRADO/DOUTORADO";4;58;0,0689655172413793;2,5;2,78571428571429;1,01785714285714;0,543411330049261
"2443";"33009015034P6";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"BIOLOGIA ESTRUTURAL E FUNCIONAL";"MESTRADO/DOUTORADO";4;115;0,0347826086956522;1,38461538461538;1,34615384615385;1,03846153846154;0,536622073578595
"2444";"33009015035P2";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"ENFERMAGEM";"MESTRADO/DOUTORADO";8;89;0,0898876404494382;1,15625;2,5;0,613020833333333;0,351454236891386
"2445";"33009015038P1";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"CIRURGIA TRANSLACIONAL";"MESTRADO/DOUTORADO";2;9;0,222222222222222;1,19230769230769;1,53846153846154;0,849358974358974;0,535790598290598
"2446";"33009015041P2";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";"SUDESTE";"SP";"UNIFESP";"NUTRIÇÃO";"MESTRADO/DOUTORADO";3;37;0,0810810810810811;1,4;1,8;0,833333333333333;0,457207207207207
"2447";"33009015045P8";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"SP";"UNIFESP";"SAÚDE BASEADA EM EVIDÊNCIAS";"MESTRADO/DOUTORADO";2;3;0,666666666666667;1,6027397260274;1,6027397260274;1,05022831050228;0,858447488584475
"2448";"33009015066P5";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2003;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNIFESP";"ENSINO EM CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";4;25;0,16;1,79268292682927;1,78048780487805;1,08523035230352;0,622615176151761
"2449";"33009015067P1";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";4;23;0,173913043478261;3,5;3,5;1,0625;0,61820652173913
"2450";"33009015068P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"EDUCAÇÃO E SAÚDE NA INFÂNCIA E ADOLESCÊNCIA";"MESTRADO";3;54;0,0555555555555556;1,31034482758621;1,24137931034483;1,09195402298851;0,573754789272031
"2451";"33009015069P4";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"MEDICINA TRANSLACIONAL";"MESTRADO/DOUTORADO";3;53;0,0566037735849057;1,04;1,04;1;0,528301886792453
"2452";"33009015070P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";3;27;0,111111111111111;2,02777777777778;2,16666666666667;0,961574074074074;0,536342592592593
"2453";"33009015071P9";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"BIOLOGIA QUÍMICA";"MESTRADO/DOUTORADO";3;10;0,3;NA;NA;NA;NA
"2454";"33009015072P5";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"FILOSOFIA";"MESTRADO/DOUTORADO";3;12;0,25;1,75;1,89285714285714;1,11607142857143;0,683035714285714
"2455";"33009015073P1";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"CIÊNCIAS SOCIAIS";"MESTRADO";3;38;0,0789473684210526;1,05882352941176;1,02941176470588;1,02941176470588;0,554179566563467
"2456";"33009015074P8";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNIFESP";"TECNOLOGIAS E ATENÇÃO À SAÚDE";"MESTRADO PROF.";1;2;0,5;1;1;1;0,75
"2457";"33009015075P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"CIÊNCIA E TECNOLOGIA DA SUSTENTABILIDADE";"MESTRADO/DOUTORADO";3;16;0,1875;NA;NA;NA;NA
"2458";"33009015076P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"ECOLOGIA E EVOLUÇÃO";"MESTRADO";2;7;0,285714285714286;NA;NA;NA;NA
"2459";"33009015077P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"GESTÃO E INFORMÁTICA EM SAÚDE";"MESTRADO/DOUTORADO";1;14;0,0714285714285714;6,75;6,75;0,984126984126984;0,527777777777778
"2460";"33009015078P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"HISTÓRIA";"MESTRADO";7;24;0,291666666666667;1,42105263157895;1,36842105263158;1,10789473684211;0,699780701754386
"2461";"33009015079P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";5;63;0,0793650793650794;1,35555555555556;1,48888888888889;0,981851851851852;0,530608465608466
"2462";"33009015080P8";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"ENGENHARIA E CIÊNCIA DE MATERIAIS";"MESTRADO/DOUTORADO";2;50;0,04;NA;NA;NA;NA
"2463";"33009015081P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"UNIFESP";"GESTÃO DE POLÍTICAS E ORGANIZAÇÕES PÚBLICAS";"MESTRADO PROF.";1;1;1;NA;NA;NA;NA
"2464";"33009015083P7";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"EDUCAÇÃO";"MESTRADO";3;32;0,09375;2,20408163265306;1,97959183673469;1,17721088435374;0,635480442176871
"2465";"33009015084P3";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"EDUCAÇÃO E SAÚDE NA INFÂNCIA E ADOLESCÊNCIA";"DOUTORADO";2;9;0,222222222222222;2,74074074074074;2,55555555555556;1,18333333333333;0,702777777777778
"2466";"33009015085P0";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";2;18;0,111111111111111;1,25;1,25;1;0,555555555555556
"2467";"33009015086P6";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"HISTÓRIA DA ARTE";"MESTRADO";4;11;0,363636363636364;1,84848484848485;1,57575757575758;1,26515151515152;0,814393939393939
"2468";"33009015087P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"ANÁLISE AMBIENTAL INTEGRADA";"MESTRADO";12;46;0,260869565217391;1,57142857142857;1,60714285714286;1,04464285714286;0,652756211180124
"2469";"33009015088P9";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"ALIMENTOS, NUTRIÇÃO E SAÚDE";"MESTRADO";6;20;0,3;1,47222222222222;1,47222222222222;1;0,65
"2470";"33009015089P5";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"LETRAS";"MESTRADO";3;9;0,333333333333333;2,04347826086957;1,78260869565217;1,19710144927536;0,765217391304348
"2471";"33009015091P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";2;4;0,5;3;4,16666666666667;0,741666666666667;0,620833333333333
"2472";"33009015092P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"MATEMÁTICA APLICADA";"MESTRADO";2;25;0,08;1;1,94444444444444;0,769047619047619;0,42452380952381
"2473";"33009015094P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"SUDESTE";"SP";"UNIFESP";"PESQUISA OPERACIONAL";"MESTRADO/DOUTORADO";5;11;0,454545454545455;1,1875;1,1875;1;0,727272727272727
"2474";"33009015171P3";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"SP";"UNIFESP";"SERVIÇO SOCIAL E POLÍTICAS SOCIAIS";"MESTRADO";1;2;0,5;2;1,66666666666667;1,11111111111111;0,805555555555556
"2475";"33010013003P8";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"SP";"INPE";"METEOROLOGIA";"MESTRADO/DOUTORADO";4;32;0,125;NA;NA;NA;NA
"2476";"33010013005P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"INPE";"SENSORIAMENTO REMOTO";"MESTRADO/DOUTORADO";8;59;0,135593220338983;NA;NA;NA;NA
"2477";"33010013008P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"SP";"INPE";"GEOFÍSICA ESPACIAL";"MESTRADO/DOUTORADO";3;45;0,0666666666666667;NA;NA;NA;NA
"2478";"33010013009P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"SP";"INPE";"ENGENHARIA E TECNOLOGIA ESPACIAIS";"MESTRADO/DOUTORADO";6;54;0,111111111111111;NA;NA;NA;NA
"2479";"33010013010P4";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"SP";"INPE";"ASTROFÍSICA";"MESTRADO/DOUTORADO";4;17;0,235294117647059;NA;NA;NA;NA
"2480";"33010013011P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"SP";"INPE";"CIÊNCIA DO SISTEMA TERRESTRE";"DOUTORADO";1;38;0,0263157894736842;NA;NA;NA;NA
"2481";"33011010001P5";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"4";"SUDESTE";"SP";"ITA";"FÍSICA";"MESTRADO/DOUTORADO";3;28;0,107142857142857;NA;NA;NA;NA
"2482";"33011010005P0";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"4";"SUDESTE";"SP";"ITA";"ENGENHARIA ELETRÔNICA E COMPUTAÇÃO";"MESTRADO/DOUTORADO";11;46;0,239130434782609;NA;NA;NA;NA
"2483";"33011010008P0";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"5";"SUDESTE";"SP";"ITA";"ENGENHARIA AERONÂUTICA E MECÂNICA";"MESTRADO/DOUTORADO";16;116;0,137931034482759;NA;NA;NA;NA
"2484";"33011010009P6";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"SUDESTE";"SP";"ITA";"ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA";"MESTRADO/DOUTORADO";4;8;0,5;NA;NA;NA;NA
"2485";"33011010012P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"5";"SUDESTE";"SP";"ITA";"ENGENHARIA AERONÂUTICA E MECÂNICA";"MESTRADO PROF.";2;7;0,285714285714286;NA;NA;NA;NA
"2486";"33011010013P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"ITA";"CIÊNCIAS E TECNOLOGIAS ESPACIAIS";"MESTRADO/DOUTORADO";6;126;0,0476190476190476;NA;NA;NA;NA
"2487";"33014019001P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";1974;"ACADÊMICO";"7";"SUDESTE";"SP";"FGV/SP";"ADMINISTRAÇÃO DE EMPRESAS";"MESTRADO/DOUTORADO";32;132;0,242424242424242;NA;NA;NA;NA
"2488";"33014019002P7";"ECONOMIA";"ECON";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"7";"SUDESTE";"SP";"FGV/SP";"ECONOMIA DE EMPRESAS";"MESTRADO/DOUTORADO";5;35;0,142857142857143;NA;NA;NA;NA
"2489";"33014019003P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";1990;"ACADÊMICO";"5";"SUDESTE";"SP";"FGV/SP";"ADMINISTRAÇÃO PÚBLICA E GOVERNO";"MESTRADO/DOUTORADO";24;78;0,307692307692308;NA;NA;NA;NA
"2490";"33014019004P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";1974;"PROFISSIONAL";"4";"SUDESTE";"SP";"FGV/SP";"ADMINISTRAÇÃO DE EMPRESAS";"MESTRADO PROF.";6;28;0,214285714285714;NA;NA;NA;NA
