"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QIP";"QPP";"DIPP";"DFPP";"QMP";"DFCP";"CC"
"3627";"51005018005P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"EDUCAÇÃO";"MESTRADO/DOUTORADO";4;11;0,363636363636364;3,51851851851852;3,07407407407407;1,27513227513228;0,819384319384319
"3628";"51005018006P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";3;46;0,0652173913043478;1,82758620689655;1,86206896551724;0,994252873563218;0,529735132433783
"3629";"51005018007P4";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"LETRAS";"MESTRADO";1;3;0,333333333333333;1,6;1,4;1,4;0,866666666666667
"3630";"51005018008P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ZOOTECNIA";"MESTRADO";8;48;0,166666666666667;1,28;2,8;0,562380952380952;0,36452380952381
"3631";"51005018009P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIAS DA SAUDE";"MESTRADO/DOUTORADO";5;63;0,0793650793650794;1,80597014925373;1,74626865671642;1,02985074626866;0,554607912816868
"3632";"51005018010P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"QUÍMICA";"MESTRADO";5;49;0,102040816326531;1,15254237288136;1,38983050847458;0,950564971751412;0,526302894038972
"3633";"51005018011P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"BIOLOGIA GERAL";"MESTRADO";5;14;0,357142857142857;1,5;2,35;0,816428571428571;0,586785714285714
"3634";"51005018012P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"AGRONEGÓCIOS";"MESTRADO";3;15;0,2;1,60526315789474;1,65789473684211;1,00204678362573;0,601023391812865
"3635";"51005018013P4";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ANTROPOLOGIA";"MESTRADO";4;16;0,25;1,41666666666667;1,33333333333333;1,04166666666667;0,645833333333333
"3636";"51005018014P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ENGENHARIA AGRÍCOLA";"MESTRADO";5;26;0,192307692307692;1,38636363636364;1,84090909090909;0,859090909090909;0,525699300699301
"3637";"51005018015P7";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"SOCIOLOGIA";"MESTRADO";5;27;0,185185185185185;1,79166666666667;1,58333333333333;1,25;0,717592592592593
"3638";"51005018101P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"PSICOLOGIA";"MESTRADO";4;15;0,266666666666667;2,06976744186047;2,06976744186047;1,10232558139535;0,684496124031008
"3639";"51005018170P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"FRONTEIRAS E DIREITOS HUMANOS";"MESTRADO";1;1;1;1,33333333333333;1,4;1,08333333333333;1,04166666666667
"3640";"52001016001P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"MATEMÁTICA";"MESTRADO/DOUTORADO";4;25;0,16;1,05555555555556;2,05555555555556;0,698148148148148;0,429074074074074
"3641";"52001016002P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"HISTÓRIA";"MESTRADO/DOUTORADO";5;25;0,2;1,05555555555556;1,27777777777778;0,939814814814815;0,569907407407407
"3642";"52001016003P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"MEDICINA TROPICAL E SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";4;23;0,173913043478261;1,24074074074074;1,33333333333333;0,990740740740741;0,582326892109501
"3643";"52001016004P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"LETRAS E LINGUÍSTICA";"MESTRADO/DOUTORADO";4;32;0,125;1,56410256410256;2,20512820512821;0,844810744810745;0,484905372405372
"3644";"52001016005P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS BIOLÓGICAS";"MESTRADO/DOUTORADO";3;37;0,0810810810810811;3,28;4,4;0,814170274170274;0,447625677625678
"3645";"52001016006P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"AGRONOMIA";"MESTRADO/DOUTORADO";8;32;0,25;1,98;2,8;0,801;0,5255
"3646";"52001016007P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO";"MESTRADO/DOUTORADO";3;24;0,125;2,55555555555556;2,33333333333333;1,16604938271605;0,645524691358025
"3647";"52001016009P4";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FÍSICA";"MESTRADO/DOUTORADO";3;31;0,0967741935483871;1,4;2,6;0,586666666666667;0,341720430107527
"3648";"52001016011P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FILOSOFIA";"MESTRADO/DOUTORADO";2;9;0,222222222222222;1,4;1,2;1,2;0,711111111111111
"3649";"52001016012P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA";"MESTRADO/DOUTORADO";4;80;0,05;1,45945945945946;2,62162162162162;0,655405405405405;0,352702702702703
"3650";"52001016013P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"MÚSICA";"MESTRADO";3;6;0,5;2,42857142857143;1,42857142857143;1,57142857142857;1,03571428571429
"3651";"52001016014P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";3;8;0,375;1,3515625;1,9921875;0,76171875;0,568359375
"3652";"52001016017P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;13;0,153846153846154;NA;NA;NA;NA
"3653";"52001016018P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"MESTRADO/DOUTORADO";4;15;0,266666666666667;1,61538461538462;1,53846153846154;1,28205128205128;0,774358974358974
"3654";"52001016019P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"QUÍMICA";"MESTRADO/DOUTORADO";8;67;0,119402985074627;1,64583333333333;2,5;0,844708994708995;0,482055989891811
"3655";"52001016020P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"SOCIOLOGIA";"MESTRADO/DOUTORADO";5;45;0,111111111111111;1,35;1,45;1,02333333333333;0,567222222222222
"3656";"52001016022P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";3;12;0,25;4,25;4,75;0,848214285714286;0,549107142857143
"3657";"52001016023P7";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENFERMAGEM";"MESTRADO/DOUTORADO";3;36;0,0833333333333333;1,44736842105263;2,26315789473684;0,765350877192982;0,424342105263158
"3658";"52001016024P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ARTE E CULTURA VISUAL";"MESTRADO/DOUTORADO";3;8;0,375;1,77777777777778;1,44444444444444;1,33333333333333;0,854166666666667
"3659";"52001016025P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";7;60;0,116666666666667;1,3265306122449;2;0,815646258503401;0,466156462585034
"3660";"52001016026P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"6";"CENTRO-OESTE";"GO";"UFG";"ECOLOGIA E EVOLUÇÃO";"MESTRADO/DOUTORADO";5;19;0,263157894736842;1,6;1,6;1;0,631578947368421
"3661";"52001016027P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";7;56;0,125;1,5625;1,8125;0,913194444444444;0,519097222222222
"3662";"52001016028P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;8;0,25;NA;NA;NA;NA
"3663";"52001016029P5";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";6;16;0,375;2,5;4;0,666666666666667;0,520833333333333
"3664";"52001016031P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";2;13;0,153846153846154;1;1;1;0,576923076923077
"3665";"52001016032P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"AGRONEGÓCIO";"MESTRADO/DOUTORADO";5;33;0,151515151515152;2,77777777777778;2,74074074074074;1,04197530864198;0,596745230078564
"3666";"52001016033P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"AGRONOMIA (PRODUÇÃO VEGETAL)";"MESTRADO";3;18;0,166666666666667;1,14285714285714;1,47619047619048;0,849206349206349;0,507936507936508
"3667";"52001016034P9";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";2;21;0,0952380952380952;1;1;1;0,547619047619048
"3668";"52001016036P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";2;6;0,333333333333333;1,92307692307692;2,15384615384615;0,91025641025641;0,621794871794872
"3669";"52001016039P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL";"MESTRADO";27;39;0,692307692307692;1,38461538461538;2,30769230769231;0,698717948717949;0,69551282051282
"3670";"52001016041P5";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"DIREITO AGRÁRIO";"MESTRADO";1;1;1;1,25;1;1,25;1,125
"3671";"52001016042P1";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA ( CAMPUS CATALÃO )";"MESTRADO";8;34;0,235294117647059;1,95454545454545;2,72727272727273;0,86969696969697;0,552495543672014
"3672";"52001016043P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";4;20;0,2;1,41176470588235;1,29411764705882;1,11764705882353;0,658823529411765
"3673";"52001016044P4";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"NUTRIÇÃO E SAÚDE";"MESTRADO";6;47;0,127659574468085;1;1,41666666666667;0,819444444444444;0,473552009456265
"3674";"52001016045P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA ( CAMPUS JATAI )";"MESTRADO/DOUTORADO";3;17;0,176470588235294;1;1;1;0,588235294117647
"3675";"52001016046P7";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"SAUDE COLETIVA";"MESTRADO PROF.";2;11;0,181818181818182;2;1,6;1,13333333333333;0,657575757575758
"3676";"52001016047P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO/DOUTORADO";4;20;0,2;1,5;2,5;0,666666666666667;0,433333333333333
"3677";"52001016048P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"NANOTECNOLOGIA FARMACÊUTICA";"DOUTORADO";12;20;0,6;1,90909090909091;3,18181818181818;0,827430145611964;0,713715072805982
"3678";"52001016049P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ESTUDOS DA LINGUAGEM";"MESTRADO";4;43;0,0930232558139535;1,31578947368421;2,21052631578947;0,773245614035088;0,433134434924521
"3679";"52001016050P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"QUÍMICA - CAMPUS CATALÃO";"MESTRADO";2;23;0,0869565217391304;2;2;1,33333333333333;0,710144927536232
"3680";"52001016051P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"ENSINO NA SAÚDE";"MESTRADO PROF.";4;18;0,222222222222222;1,24242424242424;1,3030303030303;1,0050505050505;0,613636363636364
"3681";"52001016052P7";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO - CAMPUS CATALÃO";"MESTRADO";4;18;0,222222222222222;2,2;2,1;1,23;0,726111111111111
"3682";"52001016053P3";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO";"MESTRADO/DOUTORADO";5;68;0,0735294117647059;1,53191489361702;1,85106382978723;0,913120567375887;0,493324989570296
"3683";"52001016054P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"BIODIVERSIDADE VEGETAL";"MESTRADO";3;52;0,0576923076923077;1,35;1,45;0,965;0,511346153846154
"3684";"52001016055P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA POLÍTICA";"MESTRADO";7;25;0,28;1,14285714285714;1,14285714285714;1;0,64
"3685";"52001016056P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";4;83;0,0481927710843374;1,84375;2,84375;0,734895833333333;0,391544302208835
"3686";"52001016057P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"DIREITOS HUMANOS";"MESTRADO";4;9;0,444444444444444;3,33333333333333;3;1,08333333333333;0,763888888888889
"3687";"52001016058P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"PERFORMANCES CULTURAIS";"MESTRADO/DOUTORADO";3;4;0,75;2;1;2;1,375
"3688";"52001016059P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS APLICADAS À SAÚDE";"MESTRADO";7;30;0,233333333333333;1,2;1,31428571428571;0,954761904761905;0,594047619047619
"3689";"52001016060P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"ENSINO NA EDUCAÇÃO BÁSICA";"MESTRADO PROF.";1;1;1;1,15384615384615;1,15384615384615;1,07692307692308;1,03846153846154
"3690";"52001016061P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"GESTÃO ORGANIZACIONAL";"MESTRADO PROF.";1;4;0,25;1,8;1,66666666666667;1,14396825396825;0,696984126984127
"3691";"52001016062P2";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"INOVAÇÃO FARMACÊUTICA";"DOUTORADO";2;8;0,25;1,21739130434783;1,04347826086957;1,17391304347826;0,71195652173913
"3692";"52001016063P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO";"MESTRADO";4;6;0,666666666666667;1,33333333333333;1,28571428571429;1,06349206349206;0,865079365079365
"3693";"52001016064P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ZOOTECNIA";"MESTRADO/DOUTORADO";1;1;1;1,57142857142857;1,70238095238095;0,947420634920635;0,973710317460317
"3694";"52001016065P1";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"PROJETO E CIDADE";"MESTRADO";7;8;0,875;1,7;1,95;1,03214285714286;0,953571428571429
"3695";"52001016066P8";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"HISTORIA";"MESTRADO PROF.";4;15;0,266666666666667;1,7;1,7;1,1;0,683333333333333
"3696";"52001016067P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"MODELAGEM E OTIMIZAÇÃO";"MESTRADO";3;11;0,272727272727273;1,52941176470588;1,70588235294118;0,931372549019608;0,60204991087344
"3697";"52001016068P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ADMINISTRAÇÃO";"MESTRADO";3;15;0,2;1,66666666666667;1,57142857142857;1,38095238095238;0,79047619047619
"3698";"52001016069P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA QUÍMICA";"MESTRADO";2;16;0,125;1,16;1,36;0,92;0,5225
"3699";"52001016070P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIODIVERSIDADE ANIMAL";"MESTRADO";7;32;0,21875;1,07142857142857;3,21428571428571;0,535841836734694;0,377295918367347
"3700";"52001016071P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"PSICOLOGIA";"MESTRADO";1;1;1;1,38461538461538;1,15384615384615;1,19230769230769;1,09615384615385
"3701";"52001016072P8";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ASSISTÊNCIA E AVALIAÇÃO EM SAÚDE";"MESTRADO";5;14;0,357142857142857;2;1,60869565217391;1,26811594202899;0,812629399585921
"3702";"52001016101P8";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ECONOMIA";"MESTRADO";2;8;0,25;1,94736842105263;2,21052631578947;0,960526315789474;0,605263157894737
"3703";"52001016102P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA AMBIENTAL E SANITÁRIA";"MESTRADO";5;14;0,357142857142857;2,4;2,15;1,3625;0,859821428571429
"3704";"52001016103P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS EXATAS E TECNOLÓGICAS";"DOUTORADO";1;1;1;1,625;3,375;0,567708333333333;0,783854166666667
"3705";"52001016104P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS CONTÁBEIS";"MESTRADO";4;7;0,571428571428571;1,41666666666667;2;0,819444444444444;0,695436507936508
"3706";"52001016105P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIOCIÊNCIA ANIMAL";"MESTRADO";1;2;0,5;1,38095238095238;1,52380952380952;0,936507936507937;0,718253968253968
"3707";"52002012001P0";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"PSICOLOGIA";"MESTRADO/DOUTORADO";3;21;0,142857142857143;1,08333333333333;1,29166666666667;0,895833333333333;0,519345238095238
"3708";"52002012002P6";"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"CIÊNCIAS DA RELIGIÃO";"MESTRADO/DOUTORADO";3;5;0,6;3,66666666666667;3,55555555555556;1,06666666666667;0,833333333333333
"3709";"52002012004P9";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"EDUCAÇÃO";"MESTRADO/DOUTORADO";3;18;0,166666666666667;3,93333333333333;3,6;1,17873015873016;0,672698412698413
"3710";"52002012005P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;8;0,125;NA;NA;NA;NA
"3711";"52002012006P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"CIÊNCIAS AMBIENTAIS E SAÚDE";"MESTRADO";4;36;0,111111111111111;1,30434782608696;1,52173913043478;0,985507246376812;0,548309178743961
"3712";"52002012007P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"DESENVOLVIMENTO E PLANEJAMENTO TERRITORIAL";"MESTRADO";5;8;0,625;2;2;1,01041666666667;0,817708333333333
"3713";"52002012008P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"GENÉTICA";"MESTRADO";5;46;0,108695652173913;2,53333333333333;4,2;0,62004329004329;0,364369471108602
"3714";"52002012011P5";"SERVIÇO SOCIAL";"SSOC";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"SERVIÇO SOCIAL";"MESTRADO";2;3;0,666666666666667;1,11111111111111;1;1,11111111111111;0,888888888888889
"3715";"52002012013P8";"HISTÓRIA";"HIST";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"HISTÓRIA";"MESTRADO";2;12;0,166666666666667;2,13333333333333;1,53333333333333;1,5;0,833333333333333
"3716";"52002012014P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;0,4;NA;NA;NA;NA
