"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"3250";"42002010055P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUL";"RS";"UFSM";"ENGENHARIA AMBIENTAL";"MESTRADO";0,916666666666667;0,818181818181818;0,628125;0,476666666666667;0,709910037878788;"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUL";"RS";"UFSM";"ENGENHARIA AMBIENTAL";"MESTRADO";12;2;0;2;2;0;2;0,333333333333333
"3251";"42002010056P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUL";"RS";"UFSM";"TECNOLOGIAS EDUCACIONAIS EM REDE";"MESTRADO PROF.";0,816666666666667;0,54320987654321;0,998541666666667;0,426333333333333;0,696187885802469;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUL";"RS";"UFSM";"TECNOLOGIAS EDUCACIONAIS EM REDE";"MESTRADO PROF.";20;0;2;11;0;2;11;0,65
"3252";"42002010057P0";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"DIREITO";"MESTRADO";0,256410256410256;0,265060240963855;1,1875;0,36;0,517242624343528;"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"DIREITO";"MESTRADO";13;0;0;0;0;0;0;0
"3253";"42002010058P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"EDUCAÇÃO MATEMÁTICA E ENSINO DE FÍSICA";"MESTRADO";15;0;0;0;0;0;0;0
"3254";"42002010059P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"GERONTOLOGIA";"MESTRADO";0,611111111111111;0,566037735849057;0,576388888888889;0,467083333333333;0,555155267295597;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"GERONTOLOGIA";"MESTRADO";18;0;0;0;0;0;0;0
"3255";"42002010157P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"REABILITAÇÃO FUNCIONAL";"MESTRADO";12;0;0;0;0;0;0;0
"3256";"42002010158P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"SUL";"RS";"UFSM";"EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA";"MESTRADO";12;2;0;0;2;0;0;0,166666666666667
"3257";"42002010159P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUL";"RS";"UFSM";"POLÍTICAS PÚBLICAS E GESTÃO EDUCACIONAL";"MESTRADO PROF.";19;0;0;0;0;0;0;0
"3258";"42002010160P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"AGRONEGÓCIOS";"MESTRADO";0,541666666666667;0,85;0,506060606060606;0,349166666666667;0,561723484848485;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"RS";"UFSM";"AGRONEGÓCIOS";"MESTRADO";16;0;0;0;0;0;0;0
"3259";"42002010161P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"3260";"42002010164P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"3261";"42003016001P8";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUL";"RS";"UFPEL";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,206349206349206;0,174603174603175;0,331837606837607;0,479032258064516;0,297955561463626;"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUL";"RS";"UFPEL";"ODONTOLOGIA";"MESTRADO/DOUTORADO";21;3;0;0;3;0;0;0,142857142857143
"3262";"42003016007P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,458333333333333;0,188679245283019;0,440357142857143;0,416228070175439;0,375899447912233;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"ZOOTECNIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"3263";"42003016008P2";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"VETERINÁRIA";"MESTRADO/DOUTORADO";0,303030303030303;0,159090909090909;0,455866807610994;0,419940476190476;0,334482123980671;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"VETERINÁRIA";"MESTRADO/DOUTORADO";22;14;7;0;14;7;0;0,954545454545455
"3264";"42003016009P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,694444444444445;0,423728813559322;0,650185185185185;0,501041666666667;0,567350027463905;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";12;30;18;0;30;18;0;4
"3265";"42003016010P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"AGRONOMIA";"MESTRADO/DOUTORADO";0,395833333333333;0,222222222222222;0,296875;0,449652777777778;0,341145833333333;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"AGRONOMIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"3266";"42003016011P3";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"7";"SUL";"RS";"UFPEL";"EPIDEMIOLOGIA";"MESTRADO/DOUTORADO";0,555555555555555;0,518518518518518;0,60099969869146;0,516304347826087;0,547844530147905;"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"7";"SUL";"RS";"UFPEL";"EPIDEMIOLOGIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3267";"42003016014P2";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,436781609195402;0,306930693069307;0,674291831357049;0,35491452991453;0,443229665884072;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"EDUCAÇÃO";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"3268";"42003016016P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE SEMENTES";"MESTRADO/DOUTORADO";0,428571428571429;0,189189189189189;0,308823529411765;0,388461538461538;0,32876142140848;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE SEMENTES";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"3269";"42003016017P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FISIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";0,454545454545455;0,259259259259259;0,49837962962963;0,384722222222222;0,399226641414141;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FISIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"3270";"42003016018P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"FITOSSANIDADE";"MESTRADO/DOUTORADO";0,315789473684211;0,209302325581395;0,395502645502645;0,583333333333333;0,375981944525396;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"FITOSSANIDADE";"MESTRADO/DOUTORADO";19;6;0;0;6;0;0;0,315789473684211
"3271";"42003016019P4";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"METEOROLOGIA";"MESTRADO";0,3;0,941176470588235;0,470504158004158;0,3;0,502920157148098;"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"METEOROLOGIA";"MESTRADO";10;0;0;0;0;0;0;0
"3272";"42003016020P2";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUL";"RS";"UFPEL";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,566666666666667;0,340909090909091;0,524964861977849;0,516666666666667;0,487301821555068;"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUL";"RS";"UFPEL";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";20;85;18;0;85;18;0;5,15
"3273";"42003016022P5";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"PARASITOLOGIA";"MESTRADO/DOUTORADO";0,490196078431373;0,4;0,551798174986581;0,462878787878788;0,476218260324185;"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"PARASITOLOGIA";"MESTRADO/DOUTORADO";17;22;1;2;22;1;2;1,47058823529412
"3274";"42003016023P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"4";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE SEMENTES";"MESTRADO PROF.";10;0;0;0;0;0;0;0
"3275";"42003016024P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"SOCIOLOGIA";"MESTRADO";0,692307692307692;0,6875;0,713888888888889;0,46359649122807;0,639323268106163;"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"SOCIOLOGIA";"MESTRADO";13;0;0;0;0;0;0;0
"3276";"42003016025P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR";"MESTRADO/DOUTORADO";0,5;0,425925925925926;0,875;0,36421568627451;0,541285403050109;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";"SUL";"RS";"UFPEL";"SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR";"MESTRADO/DOUTORADO";16;4;4;1;4;4;1;0,5625
"3277";"42003016026P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";0,228070175438596;0,155172413793103;0,655783810222548;0,45515873015873;0,373546282403245;"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"3278";"42003016027P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL";"MESTRADO/DOUTORADO";0,648148148148148;0,543859649122807;0,752083333333333;0,464130434782609;0,602055391346724;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3279";"42003016028P3";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"QUÍMICA";"MESTRADO/DOUTORADO";0,363636363636364;0,114285714285714;0,410790043290043;0,511231884057971;0,349986001317523;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"QUÍMICA";"MESTRADO/DOUTORADO";22;8;1;0;8;1;0;0,409090909090909
"3280";"42003016030P8";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,297619047619048;0,210526315789474;0,514425770308123;0,422839506172839;0,361352659972371;"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"ENFERMAGEM";"MESTRADO/DOUTORADO";28;0;0;0;0;0;0;0
"3281";"42003016031P4";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FILOSOFIA";"MESTRADO/DOUTORADO";0,230769230769231;0,321428571428571;0,623130341880342;0,395833333333333;0,392790369352869;"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FILOSOFIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3282";"42003016032P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ARQUITETURA E URBANISMO";"MESTRADO";0,541666666666667;0,424657534246575;0,472152076318743;0,402536231884058;0,460253127279011;"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ARQUITETURA E URBANISMO";"MESTRADO";16;0;5;10;0;5;10;0,9375
"3283";"42003016033P7";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FÍSICA";"MESTRADO/DOUTORADO";0,2;0,117647058823529;0,333611111111111;0,461979166666667;0,278309334150327;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"FÍSICA";"MESTRADO/DOUTORADO";15;2;0;0;2;0;0;0,133333333333333
"3284";"42003016034P3";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ORGANIZAÇÕES E MERCADOS";"MESTRADO";0,4;0,894736842105263;0,497229326513214;0,327380952380952;0,529836780249857;"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ORGANIZAÇÕES E MERCADOS";"MESTRADO";10;0;0;1;0;0;1;0,1
"3285";"42003016035P0";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"NUTRIÇÃO E ALIMENTOS";"MESTRADO";0,481481481481481;0,466666666666667;0,606707317073171;0,457575757575758;0,503107805699269;"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"NUTRIÇÃO E ALIMENTOS";"MESTRADO";18;7;1;0;7;1;0;0,444444444444444
"3286";"42003016036P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"HISTÓRIA";"MESTRADO";0,421052631578947;0,461538461538462;0,686813186813187;0,450793650793651;0,505049482681062;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"HISTÓRIA";"MESTRADO";19;0;0;0;0;0;0;0
"3287";"42003016037P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";0,566666666666667;0,777777777777778;1,2;0,348484848484849;0,723232323232323;"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";10;0;0;0;0;0;0;0
"3288";"42003016038P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,272727272727273;0,488095238095238;0,55293051926055;0,368518518518519;0,420567887150395;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"COMPUTAÇÃO";"MESTRADO/DOUTORADO";22;0;10;16;0;10;16;1,18181818181818
"3289";"42003016039P5";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"LETRAS";"MESTRADO";0,380952380952381;0,357142857142857;0,732608695652174;0,394166666666667;0,46621765010352;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"LETRAS";"MESTRADO";28;0;1;0;0;1;0;0,0357142857142857
"3290";"42003016040P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"BIOQUÍMICA E BIOPROSPECÇÃO";"MESTRADO/DOUTORADO";0,444444444444444;0,576923076923077;0,583522727272727;0,501923076923077;0,526703331390831;"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"BIOQUÍMICA E BIOPROSPECÇÃO";"MESTRADO/DOUTORADO";18;26;2;0;26;2;0;1,55555555555556
"3291";"42003016041P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,696969696969697;0,526315789473684;1,10833333333333;0,493229166666667;0,706211996610845;"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";11;19;0;0;19;0;0;1,72727272727273
"3292";"42003016042P6";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"RS";"UFPEL";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";0,488888888888889;0,365384615384615;0,65671454628363;0,446212121212121;0,489300042942314;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUL";"RS";"UFPEL";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";15;0;0;1;0;0;1;0,0666666666666667
"3293";"42003016043P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"MANEJO E CONSERVAÇÃO DO SOLO E DA ÁGUA";"MESTRADO/DOUTORADO";0,461538461538462;0,647058823529412;0,489583333333333;0,442222222222222;0,510100710155857;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"MANEJO E CONSERVAÇÃO DO SOLO E DA ÁGUA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3294";"42003016044P9";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ARTES VISUAIS";"MESTRADO";0,738095238095238;0,727272727272727;0,681818181818182;0,485294117647059;0,658120066208302;"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ARTES VISUAIS";"MESTRADO";14;0;0;0;0;0;0;0
"3295";"42003016045P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";0,3125;0,674418604651163;0,546929824561403;0,418253968253968;0,488025599366634;"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"3296";"42003016046P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ENTOMOLOGIA";"MESTRADO";0,515151515151515;1,07692307692308;0,833333333333333;0,590277777777778;0,753921425796426;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"ENTOMOLOGIA";"MESTRADO";11;1;0;0;1;0;0;0,0909090909090909
"3297";"42003016047P8";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"GEOGRAFIA";"MESTRADO";0,363636363636364;0,625;0,557804232804233;0,375757575757576;0,480549543049543;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"GEOGRAFIA";"MESTRADO";11;0;0;0;0;0;0;0
"3298";"42003016048P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"RECURSOS HÍDRICOS";"MESTRADO/DOUTORADO";0,555555555555556;0,8;0,404377104377104;0,392424242424242;0,538089225589226;"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUL";"RS";"UFPEL";"RECURSOS HÍDRICOS";"MESTRADO/DOUTORADO";9;0;0;3;0;0;3;0,333333333333333
"3299";"42003016051P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"MODELAGEM MATEMÁTICA";"MESTRADO";0,564102564102564;0,933333333333333;0,525;0,510119047619048;0,633138736263736;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"MODELAGEM MATEMÁTICA";"MESTRADO";13;0;0;1;0;0;1;0,0769230769230769
"3300";"42003016052P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS";"MESTRADO";0,595238095238095;0,694444444444444;0,796875;0,419444444444444;0,626500496031746;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS";"MESTRADO";14;0;0;0;0;0;0;0
"3301";"42003016053P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"BIOLOGIA ANIMAL";"MESTRADO";16;3;0;0;3;0;0;0,1875
