"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"25";"12001015003P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"AGRONOMIA TROPICAL";"MESTRADO/DOUTORADO";0,422222222222222;0,3125;0,45093201754386;0,571296296296296;0,439237634015595;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"AGRONOMIA TROPICAL";"MESTRADO/DOUTORADO";15;1;0;0;1;0;0;0,0666666666666667
"26";"12001015006P2";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"FÍSICA";"MESTRADO/DOUTORADO";0,444444444444444;0,578947368421053;0,479166666666667;0,465277777777778;0,491959064327485;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"FÍSICA";"MESTRADO/DOUTORADO";12;0;0;0;0;0;0;0
"27";"12001015007P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,777777777777778;0,519230769230769;0,583664021164021;0,529464285714286;0,602534213471713;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"28";"12001015008P5";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"GEOCIÊNCIAS";"MESTRADO";0,4;0,575757575757576;0,575980392156863;0,438095238095238;0,497458301502419;"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"GEOCIÊNCIAS";"MESTRADO";10;0;0;0;0;0;0;0
"29";"12001015009P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"3";"NORTE";"AM";"UFAM";"ENGENHARIA DE PRODUÇÃO";"MESTRADO PROF.";17;0;1;0;0;1;0;0,0588235294117647
"30";"12001015012P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"NORTE";"AM";"UFAM";"INFORMÁTICA";"MESTRADO/DOUTORADO";0,346153846153846;0,285714285714286;0,548336798336798;0,394230769230769;0,393608924858925;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"NORTE";"AM";"UFAM";"INFORMÁTICA";"MESTRADO/DOUTORADO";26;0;1;21;0;1;21;0,846153846153846
"31";"12001015013P9";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,567901234567901;0,326315789473684;0,547925780110819;0,427380952380952;0,467380939133339;"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";27;12;2;0;12;2;0;0,518518518518518
"32";"12001015014P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIEDADE E CULTURA NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,58974358974359;0,35;0,673530845286172;0,489316239316239;0,5256476685865;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIEDADE E CULTURA NA AMAZÔNIA";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"33";"12001015015P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"MATEMÁTICA";"MESTRADO";0,25;0,558823529411765;0,557575757575758;0,5890625;0,488865446746881;"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"MATEMÁTICA";"MESTRADO";24;0;0;0;0;0;0;0
"34";"12001015016P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";0,583333333333333;0,627906976744186;0,485745614035088;0,485087719298246;0,545518410852713;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";16;10;9;0;10;9;0;1,1875
"35";"12001015018P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SAÚDE, SOCIEDADE E ENDEMIAS NA AMAZÔNIA";"MESTRADO";0,722222222222222;0,447368421052632;0,666666666666667;0,563541666666667;0,599949744152047;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SAÚDE, SOCIEDADE E ENDEMIAS NA AMAZÔNIA";"MESTRADO";12;0;0;0;0;0;0;0
"36";"12001015021P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA ELÉTRICA";"MESTRADO";0,333333333333333;0,576271186440678;0,439153439153439;0,292708333333333;0,410366573065196;"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA ELÉTRICA";"MESTRADO";9;0;2;7;0;2;7;1
"37";"12001015022P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA CIVIL";"MESTRADO";0,625;0,472727272727273;0,444444444444444;0,378787878787879;0,480239898989899;"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA CIVIL";"MESTRADO";8;0;0;0;0;0;0;0
"38";"12001015023P4";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"HISTÓRIA";"MESTRADO";0,3125;0,3;0,620238095238095;0,462083333333333;0,423705357142857;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"HISTÓRIA";"MESTRADO";16;0;0;0;0;0;0;0
"39";"12001015024P0";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIOLOGIA";"MESTRADO";0,452380952380952;0,459459459459459;0,625801282051282;0,447685185185185;0,49633171976922;"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIOLOGIA";"MESTRADO";14;0;0;0;0;0;0;0
"40";"12001015025P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS PESQUEIRAS NOS TRÓPICOS";"MESTRADO/DOUTORADO";0,511111111111111;0,421052631578947;0,681372549019608;0,506349206349206;0,529971374514718;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS PESQUEIRAS NOS TRÓPICOS";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"41";"12001015026P3";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"GEOGRAFIA";"MESTRADO";0,333333333333333;0,38961038961039;0,531746031746032;0,441228070175439;0,423979456216298;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"GEOGRAFIA";"MESTRADO";19;0;0;0;0;0;0;0
"42";"12001015027P0";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SERVIÇO SOCIAL";"MESTRADO";0,538461538461538;0,71875;0,446924603174603;0,638690476190476;0,585706654456654;"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SERVIÇO SOCIAL";"MESTRADO";13;0;0;0;0;0;0;0
"43";"12001015029P2";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";0,479166666666667;0,5;0,674285714285714;0,508333333333333;0,540446428571429;"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"44";"12001015032P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA COMUNICAÇÃO";"MESTRADO";0,729166666666667;0,756756756756757;0,532568027210884;0,561904761904762;0,645099053134767;"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA COMUNICAÇÃO";"MESTRADO";16;0;0;0;0;0;0;0
"45";"12001015033P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,729166666666667;0,578947368421053;0,55;0,465196078431373;0,580827528379773;"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";16;7;1;0;7;1;0;0,5
"46";"12001015034P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"IMUNOLOGIA BÁSICA E APLICADA";"MESTRADO/DOUTORADO";0,62962962962963;0,409090909090909;0,515217391304348;0,510353535353535;0,516072866344605;"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"IMUNOLOGIA BÁSICA E APLICADA";"MESTRADO/DOUTORADO";27;1;2;0;1;2;0;0,111111111111111
"47";"12001015035P2";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";0,607843137254902;0,590361445783133;0,534722222222222;0,413157894736842;0,536521174999275;"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";17;0;0;0;0;0;0;0
"48";"12001015036P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"PSICOLOGIA";"MESTRADO";0,388888888888889;0,491525423728814;0,573717948717949;0,396666666666667;0,462699732000579;"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"PSICOLOGIA";"MESTRADO";12;0;0;0;0;0;0;0
"49";"12001015037P5";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"LETRAS";"MESTRADO";0,416666666666667;0,381818181818182;1;0,467283950617284;0,566442199775533;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"LETRAS";"MESTRADO";24;0;0;0;0;0;0;0
"50";"12001015038P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE";"DOUTORADO";149;39;0;0;39;0;0;0,261744966442953
"51";"12001015039P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA SAÚDE";"MESTRADO";0,805555555555555;0,692307692307692;1,2;0,620833333333333;0,829674145299145;"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA SAÚDE";"MESTRADO";12;0;0;0;0;0;0;0
"52";"12001015040P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ODONTOLOGIA";"MESTRADO";0,523809523809524;0,78125;0,495833333333333;0,403070175438596;0,550990758145363;"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ODONTOLOGIA";"MESTRADO";14;0;0;0;0;0;0;0
"53";"12001015041P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS";"MESTRADO";0,619047619047619;0,806451612903226;0,546328671328671;0,500333333333333;0,618040309153212;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS";"MESTRADO";21;0;0;0;0;0;0;0
"54";"12001015042P9";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO";0,722222222222222;0,553571428571429;1,22916666666667;0,485984848484848;0,747736291486291;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO";18;0;1;0;0;1;0;0,0555555555555556
"55";"12001015063P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"ZOOLOGIA";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"56";"12001015064P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,666666666666667;0,648648648648649;1,07575757575758;0,538157894736842;0,732307696452433;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS AMBIENTAIS";"MESTRADO";19;0;0;0;0;0;0;0
"57";"12001015065P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"AM";"UFAM";"MESTRADO PROFISSIONAL EM CIRURGIA";"MESTRADO PROF.";16;0;0;0;0;0;0;0
"58";"12001015066P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA ANIMAL";"MESTRADO";0,568627450980392;0,475;0,722222222222222;0,388636363636364;0,538621509209744;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA ANIMAL";"MESTRADO";17;0;0;0;0;0;0;0
"59";"12001015171P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"60";"12001015172P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;0;0;0;0;0;0;0
"61";"12002011011P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"AM";"INPA";"CLIMA E AMBIENTE - INPA - UEA";"MESTRADO/DOUTORADO";13;1;0;0;1;0;0;0,0769230769230769
"62";"12006017003P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";"NORTE";"AM";"UNINILTON";"AQUICULTURA";"MESTRADO/DOUTORADO";13;0;0;1;0;0;1;0,0769230769230769
"63";"12008010001P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORTE";"AM";"UEA";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";0,48;0,358974358974359;0,541215487112276;0,494761904761905;0,468737937712135;"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORTE";"AM";"UEA";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";25;0;0;0;0;0;0;0
"64";"12008010002P5";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"DIREITO AMBIENTAL";"MESTRADO";0,5;0,392156862745098;1,275;0,425;0,648039215686274;"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"DIREITO AMBIENTAL";"MESTRADO";12;0;0;0;0;0;0;0
"65";"12008010003P1";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";0,644444444444444;0,575;0,55;0,411111111111111;0,545138888888889;"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";15;4;0;1;4;0;1;0,333333333333333
"66";"12008010005P4";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"AM";"UEA";"EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA";"MESTRADO";0,833333333333333;0,433962264150943;1,08333333333333;0,48452380952381;0,708788185085355;"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"AM";"UEA";"EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA";"MESTRADO";10;0;0;0;0;0;0;0
"67";"12008010007P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"AM";"UEA";"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS";"MESTRADO PROF.";0,738095238095238;0,58695652173913;0,858070500927644;0,487916666666667;0,66775973185717;"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"AM";"UEA";"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS";"MESTRADO PROF.";14;0;0;0;0;0;0;0
"68";"12008010008P3";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"HEMATOLOGIA";"MESTRADO";0,622222222222222;0,76;0,644522144522145;0,463235294117647;0,622494915215503;"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"HEMATOLOGIA";"MESTRADO";15;0;0;2;0;0;2;0,133333333333333
"69";"12008010039P6";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"LETRAS E ARTES";"MESTRADO";0,555555555555555;0,526315789473684;0,809375;0,424019607843137;0,578816488218094;"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"LETRAS E ARTES";"MESTRADO";15;0;0;0;0;0;0;0
"70";"12008010070P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"CIÊNCIAS HUMANAS";"MESTRADO";0,625;0,76271186440678;0,691605392156863;0,462301587301587;0,635404710966307;"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"CIÊNCIAS HUMANAS";"MESTRADO";16;0;0;0;0;0;0;0
"71";"12008010071P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"72";"13001019001P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"73";"13001019002P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"FÍSICA";"MESTRADO";8;0;0;0;0;0;0;0
"74";"13001019003P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"QUIMICA";"MESTRADO";7;0;0;0;0;0;0;0
"75";"13001019004P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"AGRONOMIA";"MESTRADO/DOUTORADO";18;0;2;0;0;2;0;0,111111111111111
"76";"13001019005P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"LETRAS";"MESTRADO";20;0;0;0;0;0;0;0
"77";"13001019006P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"GEOGRAFIA";"MESTRADO";10;0;0;0;0;0;0;0
"78";"13001019007P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"RR";"UFRR";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";15;1;0;0;1;0;0;0,0666666666666667
"79";"13001019008P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"SOCIEDADE E FRONTEIRAS";"MESTRADO";18;0;0;7;0;0;7;0,388888888888889
"80";"13001019039P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"ANTROPOLOGIA SOCIAL";"MESTRADO";10;0;0;0;0;0;0;0
